Time,Cell,F,bite,bitepoint,biting
0.0,C00,-0.2087136,0,0,
0.0999201925455987,C00,-1.594233,0,0,
0.1998403850911975,C00,2.422623,0,0,
0.2997605776367962,C00,0.6198399,0,0,
0.399680770182395,C00,0.9220269,0,0,
0.4996009627279936,C00,0.3125894,0,0,
0.5995211552735924,C00,-0.4355178,0,0,
0.6994413478191911,C00,-0.579802,0,0,
0.7993615403647899,C00,1.710047,0,0,
0.8992817329103886,C00,0.2026355,0,0,
0.9992019254559872,C00,1.735435,0,0,
1.099122118001586,C00,0.863509,0,0,
1.199042310547185,C00,1.901697,0,0,
1.298962503092784,C00,1.579585,0,0,
1.398882695638382,C00,2.208746,0,0,
1.498802888183981,C00,2.233065,0,0,
1.59872308072958,C00,2.628957,0,0,
1.698643273275178,C00,2.773044,0,0,
1.798563465820777,C00,4.191694,0,0,
1.898483658366376,C00,3.369237,0,0,
1.998403850911975,C00,1.242919,0,0,
2.098324043457573,C00,1.216356,0,0,
2.198244236003172,C00,4.52099,0,0,
2.298164428548771,C00,3.277704,0,0,
2.39808462109437,C00,-0.6092084,0,0,
2.498004813639968,C00,0.02077893,0,0,
2.597925006185567,C00,0.7008716,0,0,
2.697845198731166,C00,-0.06828763,0,0,
2.797765391276764,C00,0.3859985,0,0,
2.897685583822363,C00,0.8945398,0,0,
2.997605776367962,C00,1.500553,0,0,
3.097525968913561,C00,0.1958964,0,0,
3.19744616145916,C00,1.055619,0,0,
3.297366354004758,C00,-0.9189619,0,0,
3.397286546550357,C00,0.5507287,0,0,
3.497206739095956,C00,2.073568,0,0,
3.597126931641554,C00,1.00715,0,0,
3.697047124187153,C00,0.4566516,0,0,
3.796967316732752,C00,-1.310285,0,0,
3.896887509278351,C00,-0.4220515,0,0,
3.996807701823949,C00,0.536799,0,0,
4.096727894369548,C00,-0.860494,0,0,
4.196648086915147,C00,-0.9216174,0,0,
4.296568279460746,C00,-0.5754594,0,0,
4.396488472006344,C00,-0.1285333,0,0,
4.496408664551943,C00,0.9847471,0,0,
4.596328857097542,C00,-0.6639616,0,0,
4.69624904964314,C00,0.2112881,0,0,
4.796169242188739,C00,-0.05387045,0,0,
4.896089434734338,C00,-0.2334957,0,0,
4.996009627279936,C00,0.7279138,0,0,
5.095929819825535,C00,-0.7483168,0,0,
5.195850012371134,C00,0.002067446,0,0,
5.295770204916733,C00,-1.769728,0,0,
5.395690397462332,C00,-2.149433,0,0,
5.495610590007931,C00,-1.515353,0,0,
5.595530782553529,C00,-1.187831,0,0,
5.695450975099128,C00,-0.9512469,0,0,
5.795371167644727,C00,0.2786304,0,0,
5.895291360190325,C00,1.978112,0,0,
5.995211552735924,C00,2.163677,0,0,
6.095131745281523,C00,1.134039,0,0,
6.195051937827121,C00,0.8864466,0,0,
6.29497213037272,C00,0.01953167,0,0,
6.394892322918319,C00,0.3755352,0,0,
6.494812515463917,C00,0.835744,0,0,
6.594732708009516,C00,-0.06867131,0,0,
6.694652900555115,C00,-0.3719898,0,0,
6.794573093100714,C00,2.403956,0,0,
6.894493285646313,C00,1.650634,0,0,
6.994413478191912,C00,0.8062791,0,0,
7.09433367073751,C00,2.014691,0,0,
7.194253863283109,C00,1.563474,0,0,
7.294174055828708,C00,0.9176204,0,0,
7.394094248374306,C00,-1.1354,0,0,
7.494014440919905,C00,0.798484,0,0,
7.593934633465503,C00,-0.9614431,0,0,
7.693854826011102,C00,-2.086002,0,0,
7.793775018556701,C00,-0.8574811,0,0,
7.893695211102299,C00,-0.6013715,0,0,
7.993615403647898,C00,-0.9440438,0,0,
8.093535596193497,C00,-2.003476,0,0,
8.193455788739096,C00,-2.661165,0,0,
8.293375981284695,C00,-1.513155,0,0,
8.393296173830294,C00,-0.6912873,0,0,
8.493216366375892,C00,-0.846145,0,0,
8.593136558921492,C00,-0.7430446,0,0,
8.69305675146709,C00,-1.007255,0,0,
8.792976944012688,C00,1.816206,0,0,
8.892897136558288,C00,-0.2900727,0,0,
8.992817329103886,C00,-1.366657,0,0,
9.092737521649484,C00,-0.9997945,0,0,
9.192657714195084,C00,-0.07368203,0,0,
9.292577906740682,C00,0.4276222,0,0,
9.39249809928628,C00,0.6793828,0,0,
9.49241829183188,C00,-0.09172757,0,0,
