Time,Cell,F,bite,bitepoint,biting
0.0,C00,6.411293,0,0,
0.09992011661442,C00,5.244205,0,0,
0.1998402332288401,C00,5.388742,0,0,
0.2997603498432602,C00,4.224875,0,0,
0.3996804664576802,C00,1.277308,0,0,
0.4996005830721003,C00,1.820413,0,0,
0.5995206996865203,C00,1.424976,0,0,
0.6994408163009405,C00,1.462075,0,0,
0.7993609329153605,C00,2.130641,0,0,
0.8992810495297806,C00,0.299799,0,0,
0.9992011661442006,C00,4.707255,0,0,
1.099121282758621,C00,3.239036,0,0,
1.199041399373041,C00,1.72605,0,0,
1.298961515987461,C00,0.2773165,0,1,1.0
1.398881632601881,C00,5.148722,0,0,1.0
1.498801749216301,C00,0.9499843,0,0,0.0
1.598721865830721,C00,1.411801,0,0,0.0
1.698641982445141,C00,-0.6884862,0,0,0.0
1.798562099059561,C00,0.3590205,0,0,0.0
1.898482215673981,C00,-1.269943,0,0,0.0
1.998402332288401,C00,-0.7064024,0,0,0.0
2.098322448902821,C00,-0.564586,0,0,0.0
2.198242565517242,C00,-1.18174,0,0,0.0
2.298162682131661,C00,0.9328356,0,0,0.0
2.398082798746081,C00,-0.02726167,0,0,0.0
2.498002915360502,C00,0.8151937,0,0,0.0
2.597923031974922,C00,1.050807,0,0,0.0
2.697843148589341,C00,-0.5520736,0,0,0.0
2.797763265203762,C00,2.719867,0,0,0.0
2.897683381818182,C00,8.878605,0,0,0.0
2.997603498432602,C00,8.807725,0,0,0.0
3.097523615047022,C00,11.12424,0,1,1.0
3.197443731661442,C00,12.58291,0,0,1.0
3.297363848275862,C00,11.37988,0,0,1.0
3.397283964890282,C00,7.01381,0,0,1.0
3.497204081504702,C00,7.980121,0,0,1.0
3.597124198119122,C00,6.617734,0,0,1.0
3.697044314733542,C00,8.903064,0,0,1.0
3.796964431347962,C00,9.073036,0,0,1.0
3.896884547962383,C00,14.51616,0,0,1.0
3.996804664576803,C00,13.4106,0,0,1.0
4.096724781191223,C00,14.95571,0,0,1.0
4.196644897805642,C00,10.86538,0,0,1.0
4.296565014420063,C00,9.418455,0,0,1.0
4.396485131034483,C00,7.046013,0,0,1.0
4.496405247648902,C00,6.778814,0,0,1.0
4.596325364263323,C00,7.500209,0,0,1.0
4.696245480877743,C00,7.955554,0,0,1.0
4.796165597492163,C00,6.940401,0,0,1.0
4.896085714106583,C00,5.545277,0,0,1.0
4.996005830721003,C00,3.431091,0,0,1.0
5.095925947335423,C00,4.029937,0,0,1.0
5.195846063949843,C00,4.510272,0,0,1.0
5.295766180564264,C00,4.621142,0,0,1.0
5.395686297178683,C00,1.332091,0,0,1.0
5.495606413793103,C00,1.12911,0,0,1.0
5.595526530407524,C00,0.7065915,0,0,1.0
5.695446647021943,C00,2.493168,0,0,1.0
5.795366763636363,C00,3.223451,0,0,1.0
5.895286880250784,C00,1.938519,0,0,1.0
5.995206996865204,C00,-0.2929036,0,0,1.0
6.095127113479624,C00,-0.257298,0,0,1.0
6.195047230094044,C00,-1.82663,0,0,1.0
6.294967346708464,C00,0.752457,0,0,1.0
6.394887463322884,C00,0.961857,0,0,1.0
6.494807579937304,C00,2.25371,0,0,1.0
6.594727696551725,C00,3.503901,0,0,1.0
6.694647813166144,C00,6.374557,0,0,0.0
6.794567929780564,C00,2.779938,0,0,0.0
6.894488046394985,C00,1.661243,0,0,0.0
6.994408163009404,C00,-0.1897447,0,0,0.0
7.094328279623825,C00,-0.7144122,0,0,0.0
7.194248396238245,C00,-0.8672094,0,0,0.0
7.294168512852664,C00,0.2355659,0,0,0.0
7.394088629467085,C00,2.096082,0,0,0.0
7.494008746081505,C00,0.9184355,0,0,0.0
7.593928862695924,C00,1.14334,0,0,0.0
7.693848979310345,C00,0.8877273,0,0,0.0
7.793769095924765,C00,-0.3443068,0,1,1.0
7.893689212539185,C00,-0.06900972,0,0,1.0
7.993609329153605,C00,0.7630141,0,0,1.0
8.093529445768025,C00,1.615059,0,0,1.0
8.193449562382446,C00,3.068274,0,0,1.0
8.293369678996866,C00,6.077607,0,0,1.0
8.393289795611285,C00,3.529679,0,0,1.0
8.493209912225705,C00,4.884801,0,0,1.0
8.593130028840125,C00,3.528284,0,0,1.0
8.693050145454546,C00,2.726226,0,0,1.0
8.792970262068966,C00,1.572986,0,0,1.0
8.892890378683386,C00,1.836597,0,0,1.0
8.992810495297805,C00,0.1968561,0,0,1.0
9.092730611912224,C00,0.1713101,0,0,0.0
9.192650728526646,C00,-1.39356,0,0,0.0
9.292570845141066,C00,-0.8936324,0,0,0.0
9.392490961755486,C00,-1.034809,0,0,0.0
9.492411078369908,C00,-2.922702,0,0,0.0
9.592331194984324,C00,-3.890253,0,0,0.0
9.692251311598746,C00,-3.440696,0,0,0.0
9.792171428213166,C00,-2.188794,0,0,0.0
9.892091544827586,C00,-0.6938597,0,0,0.0
9.992011661442008,C00,-1.731833,0,0,0.0
10.09193177805643,C00,-3.102141,0,0,0.0
10.19185189467085,C00,-1.461706,0,0,0.0
10.29177201128527,C00,-2.211149,0,0,0.0
10.39169212789969,C00,-2.292433,0,0,0.0
10.49161224451411,C00,-4.102352,0,0,0.0
10.59153236112853,C00,-3.181907,0,0,0.0
10.69145247774295,C00,-4.373941,0,0,0.0
10.79137259435737,C00,-3.327641,0,0,0.0
10.89129271097179,C00,-2.055332,0,0,0.0
10.99121282758621,C00,-1.507925,0,0,0.0
11.09113294420063,C00,-2.154716,0,0,0.0
11.19105306081505,C00,-1.070589,0,0,0.0
11.29097317742947,C00,-3.125352,0,0,0.0
11.39089329404389,C00,-2.066606,0,0,0.0
11.49081341065831,C00,-2.476627,0,0,0.0
11.59073352727273,C00,-2.234212,0,0,0.0
11.69065364388715,C00,-2.208471,0,0,0.0
11.79057376050157,C00,-2.249998,0,0,0.0
11.89049387711599,C00,-1.696326,0,0,0.0
11.99041399373041,C00,-0.5750098,0,0,0.0
12.09033411034483,C00,0.03541579,0,0,0.0
12.19025422695925,C00,-0.6522706,0,0,0.0
12.29017434357367,C00,1.017386,0,0,0.0
12.39009446018809,C00,1.533344,0,0,0.0
12.49001457680251,C00,3.073855,0,0,0.0
