Time,Cell,F,lickpoint,licking,bitepoint
243.2054375,C01,1.415847,0,0,0
243.3053576,C01,2.15448,0,0,0
243.4052776,C01,0.3943081,0,0,0
243.5051977,C01,0.3148522,0,0,0
243.6051178,C01,0.799886,0,0,0
243.7050378,C01,-0.9716887,0,0,0
243.8049579,C01,1.124127,0,0,0
243.904878,C01,0.4846904,0,0,0
244.004798,C01,1.699954,0,0,0
244.1047181,C01,1.006391,0,0,0
244.2046382,C01,1.055559,0,0,0
244.3045582,C01,0.2594214,0,0,0
244.4044783,C01,0.5275449,0,0,0
244.5043984,C01,-0.5012203,0,0,0
244.6043184,C01,-1.13976,0,0,0
244.7042385,C01,0.371597,0,0,0
244.8041586,C01,0.1016592,0,0,0
244.9040786,C01,-0.4606066,0,0,0
245.0039987,C01,0.9908232,0,0,0
245.1039187,C01,-1.234595,0,0,0
245.2038388,C01,0.5268729,0,0,0
245.3037589,C01,-0.2780447,0,0,0
245.4036789,C01,-0.3846603,0,0,0
245.503599,C01,-1.022682,0,0,0
245.6035191,C01,1.058081,0,0,0
245.7034391,C01,-0.2164535,0,0,0
245.8033592,C01,0.6295848,0,0,0
245.9032793,C01,-1.695432,0,0,0
246.0031993,C01,-0.2744525,0,0,0
246.1031194,C01,1.446589,0,0,0
246.2030395,C01,0.8813701,0,0,0
246.3029595,C01,-0.2522554,0,0,0
246.4028796,C01,-0.02338851,0,0,0
246.5027997,C01,0.7631757,0,0,0
246.6027197,C01,-1.421747,0,0,0
246.7026398,C01,-1.518887,0,0,0
246.8025598,C01,-1.715302,0,0,0
246.9024799,C01,-1.450447,0,0,0
247.0024,C01,0.2210125,0,0,0
247.10232,C01,-0.8337029,0,0,0
247.2022401,C01,0.09530132,0,0,0
247.3021602,C01,-1.036541,0,0,0
247.4020802,C01,0.0309433,0,0,0
247.5020003,C01,-0.446787,0,0,0
247.6019204,C01,1.724346,0,0,0
247.7018404,C01,0.6406512,0,0,0
247.8017605,C01,1.391745,0,0,0
247.9016806,C01,0.8037494,0,0,0
248.0016006,C01,-0.8459599,0,0,0
248.1015207,C01,-0.318289,0,0,0
248.2014408,C01,-0.1588327,0,0,0
248.3013608,C01,-0.41504,0,0,0
248.4012809,C01,-1.791633,0,0,0
248.5012009,C01,-0.6234511,0,0,0
248.601121,C01,-1.410741,0,0,0
248.7010411,C01,-1.202443,1,0,1
248.8009611,C01,0.6682419,0,0,0
248.9008812,C01,0.5689232,0,0,0
249.0008013,C01,-1.453536,0,0,0
249.1007213,C01,-0.6875764,0,0,0
249.2006414,C01,-0.07282125,0,0,0
249.3005615,C01,-1.340622,0,0,0
249.4004815,C01,-0.4989601,0,0,0
249.5004016,C01,-0.443859,0,0,0
249.6003217,C01,-0.4985507,0,0,0
249.7002417,C01,-0.08420207,0,0,0
249.8001618,C01,-0.03715585,0,0,0
249.9000819,C01,-0.8511018,0,0,0
250.0000019,C01,-1.087758,0,0,0
250.099922,C01,-0.6752523,0,0,0
250.199842,C01,-0.4859146,0,0,0
250.2997621,C01,-0.6352532,0,0,0
250.3996822,C01,-1.468943,0,0,0
250.4996022,C01,-1.065063,0,0,0
250.5995223,C01,-1.768401,0,0,0
250.6994424,C01,-1.471589,0,0,0
250.7993624,C01,-1.301087,0,0,0
250.8992825,C01,-1.32156,0,0,0
250.9992026,C01,-1.205367,0,0,0
251.0991226,C01,-2.017267,0,0,0
251.1990427,C01,-1.796426,0,0,0
251.2989628,C01,-0.6890869,0,0,0
251.3988828,C01,-0.8227553,0,0,0
251.4988029,C01,0.1980392,0,0,0
251.598723,C01,0.2962669,0,0,0
251.698643,C01,-0.09964991,0,0,0
251.7985631,C01,0.9076114,0,0,0
251.8984831,C01,-0.3705049,0,0,0
251.9984032,C01,-0.6237879,0,0,0
252.0983233,C01,-0.005385474,0,0,0
252.1982433,C01,0.0396003,0,0,0
252.2981634,C01,-0.517328,0,0,0
252.3980835,C01,0.6584393,0,0,0
252.4980035,C01,1.549031,0,0,0
252.5979236,C01,0.3722349,0,0,0
252.6978437,C01,0.6032358,0,0,0
252.7977637,C01,-1.020598,0,0,0
252.8976838,C01,-0.5941832,0,0,0
252.9976039,C01,-0.6009235,0,0,0
253.0975239,C01,4.73717,0,0,0
253.197444,C01,1.236146,0,0,0
253.2973641,C01,1.811116,0,0,0
253.3972841,C01,1.911021,0,0,0
253.4972042,C01,2.408659,0,0,0
253.5971242,C01,2.874876,0,0,0
253.6970443,C01,1.005399,0,0,0
253.7969644,C01,-0.1345724,0,0,0
253.8968844,C01,0.5381075,0,0,0
253.9968045,C01,0.2072349,0,0,0
254.0967246,C01,0.1869393,0,0,0
254.1966446,C01,0.6331759,0,0,0
254.2965647,C01,-0.9327031,0,0,0
254.3964848,C01,0.5687917,0,0,0
254.4964048,C01,0.1801537,0,0,0
254.5963249,C01,0.5987285,0,0,0
254.696245,C01,0.935149,0,0,0
254.796165,C01,0.5379034,0,0,0
254.8960851,C01,1.26919,0,0,0
254.9960052,C01,0.6306668,0,0,0
255.0959252,C01,-0.1805291,0,0,0
255.1958453,C01,0.244051,0,0,0
255.2957653,C01,-0.9014128,0,0,0
255.3956854,C01,-1.801908,0,0,0
255.4956055,C01,-0.6413504,0,0,0
255.5955255,C01,-0.485829,0,0,0
255.6954456,C01,-0.3523732,0,0,0
255.7953657,C01,0.187388,0,0,0
255.8952857,C01,0.3626357,0,0,0
255.9952058,C01,0.000300695,0,0,0
256.0951259,C01,-0.1734364,0,0,0
256.1950459,C01,1.961336,0,0,0
256.294966,C01,0.3988562,0,0,0
256.3948861,C01,0.6506668,0,0,0
256.4948061,C01,-0.1638269,0,0,0
256.5947262,C01,0.5470263,0,0,0
256.6946463,C01,-1.053736,0,0,0
256.7945663,C01,-0.6941813,0,0,0
256.8944864,C01,0.5556839,0,0,0
256.9944064,C01,0.7345567,0,0,0
257.0943265,C01,2.007918,0,0,0
257.1942466,C01,-0.7978016,0,0,0
257.2941666,C01,-0.3552947,0,0,0
257.3940867,C01,0.6339921,0,0,0
257.4940068,C01,0.5293585,0,0,0
257.5939268,C01,0.8432649,0,0,0
257.6938469,C01,0.4125961,0,0,0
257.793767,C01,-0.7618648,0,0,0
257.893687,C01,-0.2111264,0,0,0
257.9936071,C01,5.95435,0,0,0
258.0935272,C01,7.512673,0,0,0
258.1934472,C01,8.691902,0,0,0
258.2933673,C01,10.68653,0,0,0
258.3932874,C01,14.09468,0,0,0
258.4932074,C01,9.221909,0,0,0
258.5931275,C01,5.849685,0,0,0
258.6930475,C01,4.829883,0,0,0
258.7929676,C01,4.402384,0,0,0
258.8928877,C01,1.976009,0,0,0
258.9928077,C01,1.895337,0,0,0
259.0927278,C01,4.016418,0,0,0
259.1926479,C01,1.142567,0,0,0
259.2925679,C01,2.106877,0,0,0
259.392488,C01,2.932409,0,0,0
259.4924081,C01,6.348426,0,0,0
259.5923281,C01,4.722167,0,0,0
259.6922482,C01,8.827916,0,0,0
259.7921683,C01,9.815052,0,0,0
259.8920883,C01,12.84334,0,0,0
259.9920084,C01,18.11786,0,0,0
260.0919285,C01,14.85946,0,0,0
260.1918485,C01,9.636437,0,0,0
260.2917686,C01,7.20647,0,0,0
260.3916886,C01,6.397365,0,0,0
260.4916087,C01,6.590178,0,0,0
260.5915288,C01,6.019323,0,0,0
260.6914488,C01,5.013023,0,0,0
260.7913689,C01,8.866859,0,0,0
260.891289,C01,6.407291,0,0,0
260.991209,C01,5.946924,0,0,0
261.0911291,C01,4.562129,0,0,0
261.1910492,C01,3.826629,0,0,0
261.2909692,C01,3.544121,0,0,0
261.3908893,C01,4.226347,0,0,0
261.4908094,C01,3.422966,0,0,0
261.5907294,C01,4.265598,0,0,0
261.6906495,C01,3.907091,0,0,0
261.7905696,C01,6.25343,0,0,0
261.8904896,C01,5.747175,0,0,0
261.9904097,C01,5.766439,0,0,0
262.0903297,C01,4.487276,0,0,0
262.1902498,C01,3.861711,0,0,0
262.2901699,C01,3.941139,0,0,0
262.3900899,C01,1.732941,0,0,0
262.49001,C01,3.042076,0,0,0
262.5899301,C01,1.300039,0,0,0
262.6898501,C01,1.868649,0,0,0
262.7897702,C01,-0.2242991,0,0,0
262.8896903,C01,1.344789,0,0,0
262.9896103,C01,1.582933,0,0,0
263.0895304,C01,2.826116,0,0,0
263.1894505,C01,6.35219,0,0,0
263.2893705,C01,3.812488,0,0,0
263.3892906,C01,2.034996,0,0,0
263.4892107,C01,2.292917,0,0,0
263.5891307,C01,2.417003,0,0,0
263.6890508,C01,0.8964687,0,0,0
263.7889708,C01,2.055296,0,0,0
263.8888909,C01,2.755131,0,0,0
263.988811,C01,1.059905,0,0,0
264.088731,C01,0.04182858,0,0,0
264.1886511,C01,0.2985439,0,0,0
264.2885712,C01,1.244127,0,0,0
264.3884912,C01,-0.4528976,0,0,0
264.4884113,C01,0.5925218,0,0,0
264.5883314,C01,0.05853776,0,0,0
264.6882514,C01,0.1144653,0,0,0
264.7881715,C01,-0.9422475,0,0,0
264.8880916,C01,0.6948071,0,0,0
264.9880116,C01,4.778287,0,0,0
265.0879317,C01,4.742396,0,0,0
265.1878518,C01,2.440863,0,0,0
265.2877718,C01,2.629158,0,0,0
265.3876919,C01,2.354202,0,0,0
265.4876119,C01,0.7750883,0,0,0
265.587532,C01,1.842117,0,0,0
265.6874521,C01,1.976484,0,0,0
265.7873721,C01,-0.2917237,0,0,0
265.8872922,C01,-0.1502084,0,0,0
265.9872123,C01,0.547803,0,0,0
266.0871323,C01,-0.5783294,0,0,0
266.1870524,C01,0.3243287,0,0,0
266.2869725,C01,2.088191,0,0,0
266.3868925,C01,0.7674605,0,0,0
266.4868126,C01,-0.01662897,0,0,0
266.5867327,C01,1.912014,0,0,0
266.6866527,C01,0.3087868,0,0,0
266.7865728,C01,1.081154,0,0,0
266.8864929,C01,-0.1461256,0,0,0
266.9864129,C01,0.6607435,0,0,0
267.086333,C01,0.4430429,0,0,0
267.186253,C01,0.5638089,0,0,0
267.2861731,C01,0.518369,0,0,0
267.3860932,C01,-0.2332676,0,0,0
267.4860132,C01,-0.5947106,0,0,0
267.5859333,C01,-0.5209733,0,0,0
267.6858534,C01,-0.7241685,0,0,0
267.7857734,C01,-0.9458883,0,0,0
267.8856935,C01,-0.04269767,0,0,0
267.9856136,C01,0.5393221,0,0,0
268.0855336,C01,0.3380826,0,0,0
268.1854537,C01,-0.9708,0,0,0
268.2853738,C01,1.268908,0,0,0
268.3852938,C01,-0.4351306,0,0,0
268.4852139,C01,-0.243621,0,0,0
268.585134,C01,-0.1238998,0,0,0
268.685054,C01,-0.7078344,0,0,0
268.7849741,C01,-1.71451,0,0,0
268.8848941,C01,-1.622562,0,0,0
268.9848142,C01,-1.73857,0,0,0
269.0847343,C01,-1.549328,0,0,0
269.1846543,C01,-0.5559525,0,0,0
269.2845744,C01,-0.8435553,0,0,0
269.3844945,C01,0.2759647,0,0,0
269.4844145,C01,-0.4265466,0,0,0
269.5843346,C01,1.163955,0,0,0
269.6842547,C01,1.189622,0,0,0
269.7841747,C01,0.5789707,0,0,0
269.8840948,C01,1.493136,0,0,0
269.9840149,C01,1.12963,0,0,0
270.0839349,C01,1.800125,0,0,0
270.183855,C01,0.1379132,0,0,0
270.2837751,C01,-0.3612227,0,0,0
270.3836951,C01,0.4615465,0,0,0
270.4836152,C01,0.7524262,0,0,0
270.5835352,C01,1.314094,0,0,0
270.6834553,C01,-0.4167349,0,0,0
270.7833754,C01,0.2274507,0,0,0
270.8832954,C01,0.876899,0,0,0
270.9832155,C01,-1.429738,0,0,0
271.0831356,C01,0.6501799,0,0,0
271.1830556,C01,-0.7258298,0,0,0
271.2829757,C01,-1.039709,0,0,0
271.3828958,C01,0.7332918,0,0,0
271.4828158,C01,0.6518091,0,0,0
271.5827359,C01,-1.011007,0,0,0
271.682656,C01,-0.9118348,0,0,0
271.782576,C01,0.4525783,0,0,0
271.8824961,C01,-0.327379,0,0,0
271.9824162,C01,1.174219,0,0,0
272.0823362,C01,0.6880797,0,0,0
272.1822563,C01,0.3247999,0,0,0
272.2821763,C01,-0.9664606,0,0,0
272.3820964,C01,-0.4759049,0,0,0
272.4820165,C01,-0.4181272,0,0,0
272.5819365,C01,1.20655,0,0,0
272.6818566,C01,0.3242647,0,0,0
272.7817767,C01,-0.5910789,0,0,0
272.8816967,C01,0.7950801,0,0,0
272.9816168,C01,0.2388476,0,0,0
273.0815369,C01,3.865254,0,0,0
273.1814569,C01,2.369309,0,0,0
273.281377,C01,0.9485669,0,0,0
273.3812971,C01,-0.4130494,0,0,0
273.4812171,C01,1.268484,0,0,0
273.5811372,C01,-0.2217493,0,0,0
273.6810573,C01,0.2129985,0,0,0
273.7809773,C01,0.6086912,0,0,0
273.8808974,C01,1.404151,0,0,0
273.9808174,C01,0.3625115,0,0,0
274.0807375,C01,0.2761243,0,0,0
274.1806576,C01,0.1221472,0,0,0
274.2805776,C01,1.234779,0,0,0
274.3804977,C01,-0.6167303,0,0,0
274.4804178,C01,0.6640505,0,0,0
274.5803378,C01,-1.485614,0,0,0
274.6802579,C01,1.826471,0,0,0
274.780178,C01,0.595821,0,0,0
274.880098,C01,1.078453,0,0,0
274.9800181,C01,-1.039619,0,0,0
275.0799382,C01,-0.6197829,0,0,0
275.1798582,C01,-0.2449235,0,0,0
275.2797783,C01,-0.4684045,0,0,0
275.3796984,C01,-1.027368,0,0,0
275.4796184,C01,0.1668416,0,0,0
275.5795385,C01,-0.9811816,0,0,0
275.6794585,C01,-0.2589284,0,0,0
275.7793786,C01,-0.1403218,0,0,0
275.8792987,C01,-0.7292328,0,0,0
275.9792187,C01,1.206673,0,0,0
276.0791388,C01,0.1775523,0,0,0
276.1790589,C01,0.002949787,0,0,0
276.2789789,C01,1.562693,0,0,0
276.378899,C01,0.1163555,0,0,0
276.4788191,C01,-0.3485519,0,0,0
276.5787391,C01,-0.9209322,0,0,0
276.6786592,C01,-2.180924,0,0,0
276.7785793,C01,-1.979249,0,0,0
276.8784993,C01,-2.398061,0,0,0
276.9784194,C01,-1.87898,0,0,0
277.0783395,C01,-0.1375762,0,0,0
277.1782595,C01,1.50143,0,0,0
277.2781796,C01,0.211913,0,0,0
277.3780996,C01,0.7483231,0,0,0
277.4780197,C01,-1.029544,0,0,0
277.5779398,C01,-1.500054,0,0,0
277.6778598,C01,-0.1017046,0,0,0
277.7777799,C01,0.231659,0,0,0
277.8777,C01,0.8570535,0,0,0
277.97762,C01,-0.9399928,0,0,0
278.0775401,C01,-0.3237845,0,0,0
278.1774602,C01,-0.413056,0,0,0
278.2773802,C01,-0.9874703,0,0,0
278.3773003,C01,1.178626,0,0,0
278.4772204,C01,-0.2248109,0,0,0
278.5771404,C01,-0.6486371,0,0,0
278.6770605,C01,0.2677549,0,0,0
278.7769806,C01,-1.107434,0,0,0
278.8769006,C01,0.06668971,0,0,0
278.9768207,C01,0.6717708,0,0,0
279.0767407,C01,1.234348,0,0,0
279.1766608,C01,-1.146658,0,0,0
279.2765809,C01,0.995551,0,0,0
279.3765009,C01,-0.9959353,0,0,0
279.476421,C01,-0.210194,0,0,0
279.5763411,C01,0.6030716,0,0,0
279.6762611,C01,-1.32707,0,0,0
279.7761812,C01,-0.1676947,0,0,0
279.8761013,C01,-1.316728,0,0,0
279.9760213,C01,-0.4024305,0,0,0
280.0759414,C01,0.7454154,0,0,0
280.1758615,C01,0.3818578,0,0,0
280.2757815,C01,-0.5618609,0,0,0
280.3757016,C01,0.5860963,0,0,0
280.4756217,C01,1.050011,0,0,0
280.5755417,C01,1.539992,0,0,0
280.6754618,C01,1.041967,0,0,0
280.7753818,C01,0.6517537,0,0,0
280.8753019,C01,-0.1973047,0,0,0
280.975222,C01,0.6671793,0,0,0
281.075142,C01,0.8451347,0,0,0
281.1750621,C01,-0.1411701,0,0,0
281.2749822,C01,1.352055,0,0,0
281.3749022,C01,1.697837,0,0,0
281.4748223,C01,1.111162,0,0,0
281.5747424,C01,1.443981,0,0,0
281.6746624,C01,1.266688,0,0,0
281.7745825,C01,-2.234598,0,0,0
281.8745026,C01,-2.036795,0,0,0
281.9744226,C01,-0.6371005,0,0,0
282.0743427,C01,0.1771953,0,0,0
282.1742628,C01,0.1798575,0,0,0
282.2741828,C01,-0.9567395,0,0,0
282.3741029,C01,0.1485262,0,0,0
282.4740229,C01,-1.263307,0,0,0
282.573943,C01,1.086156,0,0,0
282.6738631,C01,1.491056,0,0,0
282.7737831,C01,-0.9936805,0,0,0
282.8737032,C01,-0.7555951,0,0,0
282.9736233,C01,0.8150795,0,0,0
283.0735433,C01,1.262342,0,0,0
283.1734634,C01,-0.09650657,0,0,0
283.2733835,C01,0.5879941,0,0,0
283.3733035,C01,-1.829406,0,0,0
283.4732236,C01,-1.249835,0,0,0
283.5731437,C01,-1.219553,0,0,0
283.6730637,C01,0.2059142,0,0,0
283.7729838,C01,-0.9168891,0,0,0
283.8729039,C01,-1.33923,0,0,0
283.9728239,C01,-0.3551726,0,0,0
284.072744,C01,0.6836173,0,0,0
284.172664,C01,-1.590025,0,0,0
284.2725841,C01,-1.382458,0,0,0
284.3725042,C01,0.08295524,0,0,0
284.4724242,C01,-0.4366392,0,0,0
284.5723443,C01,-1.270171,0,0,0
284.6722644,C01,-0.1611767,0,0,0
284.7721844,C01,0.1902882,0,0,0
284.8721045,C01,-1.256188,0,0,0
284.9720246,C01,1.40502,0,0,0
285.0719446,C01,-0.8630374,0,0,0
285.1718647,C01,1.045463,0,0,0
285.2717848,C01,-0.3320589,0,0,0
285.3717048,C01,-0.4860072,0,0,0
285.4716249,C01,0.635133,0,0,0
285.571545,C01,-1.362318,0,0,0
285.671465,C01,-1.623469,0,0,0
285.7713851,C01,-0.6490383,0,0,0
285.8713051,C01,0.8544084,0,0,0
285.9712252,C01,0.7561404,0,0,0
286.0711453,C01,-0.02656114,0,0,0
286.1710653,C01,-0.1325928,0,0,0
286.2709854,C01,1.405923,0,0,0
286.3709055,C01,-0.2280323,0,0,0
286.4708255,C01,-0.3533776,0,0,0
286.5707456,C01,-1.279264,0,0,0
286.6706657,C01,-1.915485,0,0,0
286.7705857,C01,-1.992945,0,0,0
286.8705058,C01,-0.8509709,0,0,0
286.9704259,C01,-1.065351,0,0,0
287.0703459,C01,-0.6449457,0,0,0
287.170266,C01,-0.1236706,0,0,0
287.2701861,C01,-1.125232,0,0,0
287.3701061,C01,0.0848969,0,0,0
287.4700262,C01,-0.9320589,0,0,0
287.5699462,C01,-2.457688,0,0,0
287.6698663,C01,-0.8491185,0,0,0
287.7697864,C01,-1.006886,0,0,0
287.8697064,C01,0.1925104,0,0,0
287.9696265,C01,-1.808479,0,0,0
288.0695466,C01,0.1932661,0,0,0
288.1694666,C01,-1.759724,0,0,0
288.2693867,C01,-1.685327,0,0,0
288.3693068,C01,-0.9785028,0,0,0
288.4692268,C01,1.780703,0,0,0
288.5691469,C01,-0.06514093,0,0,0
288.669067,C01,-0.06947315,0,0,0
288.768987,C01,-0.4687954,0,0,0
288.8689071,C01,0.01592623,0,0,0
288.9688272,C01,-0.04249913,0,0,0
289.0687472,C01,1.981093,0,0,0
289.1686673,C01,0.1424837,0,0,0
289.2685873,C01,-0.9709979,0,0,0
289.3685074,C01,-0.8795154,0,0,0
289.4684275,C01,-0.3862018,0,0,0
289.5683475,C01,-1.421062,0,0,0
289.6682676,C01,-0.7312838,0,0,0
289.7681877,C01,0.2861143,0,0,0
289.8681077,C01,0.3391037,0,0,0
289.9680278,C01,-2.293431,0,0,0
290.0679479,C01,-2.479328,0,0,0
290.1678679,C01,-0.0707287,0,0,0
290.267788,C01,0.1726546,0,0,0
290.3677081,C01,-0.2339418,0,0,0
290.4676281,C01,-0.08303206,0,0,0
290.5675482,C01,0.01463561,0,0,0
290.6674683,C01,0.01234313,0,0,0
290.7673883,C01,-0.7946275,0,0,0
290.8673084,C01,-1.087031,0,0,0
290.9672284,C01,-0.848557,0,0,0
291.0671485,C01,-1.096304,0,0,0
291.1670686,C01,-1.490501,0,0,0
291.2669886,C01,-1.613657,0,0,0
291.3669087,C01,-1.695332,0,0,0
291.4668288,C01,-0.6621254,0,0,0
291.5667488,C01,-1.081702,0,0,0
291.6666689,C01,0.005254677,0,0,0
291.766589,C01,-0.2431791,0,0,0
291.866509,C01,0.3157172,0,0,0
291.9664291,C01,1.396452,0,0,0
292.0663492,C01,-0.4413522,0,0,0
292.1662692,C01,-0.7815931,0,0,0
292.2661893,C01,-1.701886,0,0,0
292.3661094,C01,-1.476711,0,0,0
292.4660294,C01,-0.8199984,0,0,0
292.5659495,C01,-1.94121,0,0,0
292.6658695,C01,-1.842338,0,0,0
292.7657896,C01,-1.220538,0,0,0
292.8657097,C01,-1.387172,0,0,0
292.9656297,C01,-0.4347904,0,0,0
293.0655498,C01,-0.4287982,0,0,0
293.1654699,C01,0.3260443,0,0,0
293.2653899,C01,-1.871062,0,0,0
293.36531,C01,-0.7973027,0,0,0
293.4652301,C01,-1.029991,0,0,0
293.5651501,C01,-0.3475156,0,0,0
293.6650702,C01,-1.681505,0,0,0
293.7649903,C01,-0.861494,0,0,0
293.8649103,C01,-2.490035,0,0,0
293.9648304,C01,-0.9211581,0,0,0
294.0647505,C01,-0.2681117,0,0,0
294.1646705,C01,-0.7819863,0,0,0
294.2645906,C01,0.7199767,0,0,0
294.3645106,C01,-2.084845,0,0,0
294.4644307,C01,-1.408052,0,0,0
294.5643508,C01,-0.9584586,0,0,0
294.6642708,C01,-0.6573519,0,0,0
294.7641909,C01,0.8724373,0,0,0
294.864111,C01,0.1476414,0,0,0
294.964031,C01,-0.107713,0,0,0
295.0639511,C01,-0.006492561,0,0,0
295.1638712,C01,-0.439772,0,0,0
295.2637912,C01,0.8047827,0,0,0
295.3637113,C01,0.4423446,0,0,0
295.4636314,C01,4.295096,0,0,0
295.5635514,C01,3.87747,0,0,0
295.6634715,C01,0.6383488,0,0,0
295.7633916,C01,0.276253,0,0,0
295.8633116,C01,1.132652,0,0,0
295.9632317,C01,1.325459,0,0,0
296.0631517,C01,0.5056897,0,0,0
296.1630718,C01,-0.04980877,0,0,0
296.2629919,C01,0.5050431,0,0,0
296.3629119,C01,0.03254969,0,0,0
296.462832,C01,-0.04089008,0,0,0
296.5627521,C01,-0.1572146,0,0,0
296.6626721,C01,-0.4288467,0,0,0
296.7625922,C01,-1.738759,0,0,0
296.8625123,C01,-0.8209909,0,0,0
296.9624323,C01,-0.02160711,0,0,0
297.0623524,C01,0.2871331,0,0,0
297.1622725,C01,0.3789552,0,0,0
297.2621925,C01,-0.582761,0,0,0
297.3621126,C01,-0.4080454,0,0,0
297.4620327,C01,1.373565,0,0,0
297.5619527,C01,-1.082415,0,0,0
297.6618728,C01,-0.157669,0,0,0
297.7617928,C01,-0.2928002,0,0,0
297.8617129,C01,0.780231,0,0,0
297.961633,C01,0.3539685,0,0,0
298.061553,C01,0.8616164,0,0,0
298.1614731,C01,0.451113,0,0,0
298.2613932,C01,1.665891,0,0,0
298.3613132,C01,1.430777,0,0,0
298.4612333,C01,-0.07202414,0,0,0
298.5611534,C01,-0.1341754,0,0,0
298.6610734,C01,-0.1202393,0,0,0
298.7609935,C01,4.944776,0,0,0
298.8609136,C01,3.784292,0,0,0
298.9608336,C01,2.150778,0,0,0
299.0607537,C01,1.829613,0,0,0
299.1606738,C01,2.296336,0,0,0
299.2605938,C01,3.835624,0,0,0
299.3605139,C01,1.55811,0,0,0
299.4604339,C01,2.902535,0,0,0
299.560354,C01,1.825793,0,0,0
299.6602741,C01,3.049039,0,0,0
299.7601941,C01,3.977011,0,0,0
299.8601142,C01,3.599578,0,0,0
299.9600343,C01,0.9749146,0,0,0
300.0599543,C01,1.920367,0,0,0
300.1598744,C01,1.515758,0,0,0
300.2597945,C01,2.269083,0,0,0
300.3597145,C01,1.357226,0,0,0
300.4596346,C01,2.035843,0,0,0
300.5595547,C01,0.5466623,0,0,0
300.6594747,C01,-0.1458592,0,0,0
300.7593948,C01,0.745895,0,0,0
300.8593149,C01,0.6788955,0,0,0
300.9592349,C01,1.706896,0,0,0
301.059155,C01,0.6917443,0,0,0
301.159075,C01,2.878309,0,0,0
301.2589951,C01,0.5651057,0,0,0
301.3589152,C01,2.9908,0,0,0
301.4588352,C01,1.384336,0,0,0
301.5587553,C01,0.6678765,0,0,0
301.6586754,C01,1.306767,0,0,0
301.7585954,C01,1.191018,0,0,0
301.8585155,C01,0.2949696,0,0,0
301.9584356,C01,0.2430736,0,0,0
302.0583556,C01,0.9993225,0,0,0
302.1582757,C01,-0.09765834,0,0,0
302.2581958,C01,0.5231228,0,0,0
302.3581158,C01,0.7810205,0,0,0
302.4580359,C01,0.9888914,0,0,0
302.557956,C01,1.294777,0,0,0
302.657876,C01,0.335841,0,0,0
302.7577961,C01,0.3933595,0,0,0
302.8577161,C01,0.9788762,0,0,0
302.9576362,C01,0.6181341,0,0,0
303.0575563,C01,1.718035,0,0,0
303.1574763,C01,0.8378209,0,0,0
303.2573964,C01,0.8267732,0,0,0
303.3573165,C01,-0.2466309,0,0,0
303.4572365,C01,0.8646015,0,0,0
303.5571566,C01,0.1070727,0,0,0
303.6570767,C01,1.012104,0,0,0
303.7569967,C01,0.3884002,0,0,0
303.8569168,C01,-0.4032237,0,0,0
303.9568369,C01,0.1532976,0,0,0
304.0567569,C01,0.2123053,0,0,0
304.156677,C01,1.052392,0,0,0
304.2565971,C01,0.09058177,0,0,0
304.3565171,C01,1.410903,0,0,0
304.4564372,C01,-0.1561937,0,0,0
304.5563572,C01,-0.363588,0,0,0
304.6562773,C01,0.8408394,0,0,0
304.7561974,C01,0.6193179,0,0,0
304.8561174,C01,-0.3768649,0,0,0
304.9560375,C01,0.6115188,0,0,0
305.0559576,C01,0.1427318,0,0,0
305.1558776,C01,0.1193478,0,0,0
305.2557977,C01,-1.140845,0,0,0
305.3557178,C01,-0.7198285,0,0,0
305.4556378,C01,-0.1820598,0,0,0
305.5555579,C01,-0.14625,0,0,0
305.655478,C01,-0.7175515,0,0,0
305.755398,C01,-0.8883948,0,0,0
305.8553181,C01,0.1051295,0,0,0
305.9552382,C01,2.537096,0,0,0
306.0551582,C01,3.881974,0,0,0
306.1550783,C01,1.615355,0,0,0
306.2549983,C01,2.844441,0,0,0
306.3549184,C01,0.1478375,0,0,0
306.4548385,C01,2.626318,0,0,0
306.5547585,C01,1.720599,0,0,0
306.6546786,C01,4.073475,0,0,0
306.7545987,C01,4.47583,0,,0
306.8545187,C01,3.197602,0,,0
306.9544388,C01,3.09165,0,,0
307.0543589,C01,1.739272,0,,0
307.1542789,C01,2.104647,0,,0
307.254199,C01,1.459684,0,,0
307.3541191,C01,5.218931,0,,0
307.4540391,C01,4.351094,0,,0
307.5539592,C01,2.899909,0,,0
307.6538793,C01,6.460551,0,,0
307.7537993,C01,4.926373,0,,0
307.8537194,C01,7.968353,0,,0
307.9536394,C01,6.038432,0,,0
308.0535595,C01,2.855731,0,,0
308.1534796,C01,5.13663,0,,0
308.2533996,C01,4.809533,0,,0
308.3533197,C01,5.915436,0,,0
308.4532398,C01,4.763422,0,,0
308.5531598,C01,4.247379,0,,0
308.6530799,C01,2.666117,0,,0
308.753,C01,3.25985,0,,0
0,C02,0.3391293,0,,0
0.099920065,C02,0.3713132,0,,0
0.199840129,C02,-0.6831955,0,,0
0.299760194,C02,-0.1477145,0,,0
0.399680259,C02,0.9757665,0,,0
0.499600324,C02,3.135832,0,,0
0.599520388,C02,5.331653,0,,0
0.699440453,C02,7.301352,0,,0
0.799360518,C02,7.462591,0,,0
0.899280582,C02,6.83005,0,,0
0.999200647,C02,7.700994,0,,0
1.099120712,C02,4.696476,0,,0
1.199040777,C02,3.720912,0,,0
1.298960841,C02,3.659941,0,,0
1.398880906,C02,4.586825,0,,0
1.498800971,C02,5.571493,0,,0
