Time,Cell,F,biting,bitepoint,playing
0.0,C01,5.244059,0,0,
0.0999200294736842,C01,5.080845,0,0,
0.1998400589473684,C01,3.683764,0,0,
0.2997600884210526,C01,5.148918,0,0,
0.3996801178947368,C01,6.010489,0,0,
0.4996001473684211,C01,7.196532,0,0,
0.5995201768421052,C01,6.529645,0,0,
0.6994402063157895,C01,5.165679,0,0,
0.7993602357894737,C01,5.775345,0,0,
0.8992802652631579,C01,9.250751,0,0,
0.999200294736842,C01,8.891461,0,0,
1.099120324210526,C01,4.911566,0,0,
1.19904035368421,C01,5.409831,0,0,
1.298960383157895,C01,4.753832,0,0,
1.398880412631579,C01,4.976871,0,0,
1.498800442105263,C01,4.135601,0,0,
1.598720471578947,C01,3.759693,0,0,
1.698640501052632,C01,3.605866,0,0,
1.798560530526316,C01,0.4137563,0,0,
1.89848056,C01,-0.215325,0,0,
1.998400589473684,C01,1.283528,0,0,
2.098320618947368,C01,1.381739,0,0,
2.198240648421053,C01,4.670703,0,0,
2.298160677894737,C01,1.661779,0,0,
2.398080707368421,C01,3.820441,0,0,
2.498000736842105,C01,2.494181,0,0,
2.597920766315789,C01,4.690836,0,0,
2.697840795789474,C01,2.547789,0,0,
2.797760825263158,C01,2.911328,0,0,
2.897680854736842,C01,1.066105,0,0,
2.997600884210526,C01,0.3114396,0,0,
3.09752091368421,C01,1.035003,0,0,
3.197440943157895,C01,-0.5197207,0,0,
3.297360972631579,C01,1.027929,0,0,
3.397281002105263,C01,1.813908,0,0,
3.497201031578947,C01,1.622081,0,0,
3.597121061052631,C01,2.340612,0,0,
3.697041090526316,C01,2.070117,0,0,
3.79696112,C01,1.634473,0,0,
3.896881149473684,C01,2.020811,0,0,
3.996801178947369,C01,2.396794,0,0,
4.096721208421052,C01,2.443112,0,0,
4.196641237894736,C01,0.6928008,0,0,
4.296561267368421,C01,0.2997818,0,0,
4.396481296842105,C01,0.9129844,0,0,
4.496401326315789,C01,0.4434121,0,0,
4.596321355789474,C01,1.114305,0,0,
4.696241385263158,C01,0.6508455,0,0,
4.796161414736842,C01,1.097464,0,0,
4.896081444210527,C01,2.435567,0,0,
4.996001473684211,C01,1.779971,0,0,
5.095921503157895,C01,2.991267,0,0,
5.195841532631579,C01,2.079227,0,0,
5.295761562105263,C01,2.444212,0,0,
5.395681591578947,C01,1.959291,0,0,
5.495601621052631,C01,3.366301,0,0,
5.595521650526316,C01,2.214716,0,0,
5.69544168,C01,0.7027733,0,0,
5.795361709473684,C01,2.625703,0,0,
5.895281738947369,C01,0.7784176,0,0,
5.995201768421053,C01,2.256363,0,0,
6.095121797894737,C01,1.042877,0,0,
6.195041827368421,C01,1.838438,0,0,
6.294961856842106,C01,1.055441,0,0,
6.394881886315789,C01,-0.8992724,0,0,
6.494801915789473,C01,-1.302648,0,0,
6.594721945263158,C01,1.813292,0,0,
6.694641974736842,C01,-0.3668521,0,0,
6.794562004210526,C01,0.9395115,0,0,
6.89448203368421,C01,-1.395741,0,0,
6.994402063157895,C01,-0.4459261,0,0,
7.094322092631579,C01,0.4968411,0,0,
7.194242122105263,C01,1.789278,0,0,
7.294162151578948,C01,0.4806355,0,0,
7.394082181052632,C01,1.741594,0,0,
7.494002210526316,C01,0.3121416,0,0,
7.59392224,C01,-0.1256714,0,0,
7.693842269473684,C01,0.1861273,0,0,
7.793762298947368,C01,2.038052,0,0,
7.893682328421052,C01,0.5950094,0,0,
7.993602357894737,C01,1.420669,0,0,
8.093522387368422,C01,1.28818,0,0,
8.193442416842105,C01,0.830635,0,0,
8.29336244631579,C01,3.276801,0,0,
8.393282475789473,C01,4.43525,1,0,0.0
8.493202505263158,C01,4.147027,1,0,0.0
8.593122534736843,C01,6.517407,1,0,0.0
8.693042564210526,C01,4.147025,1,0,0.0
8.79296259368421,C01,4.967969,1,0,0.0
8.892882623157895,C01,1.711591,1,0,0.0
