Time,Cell,F,biting,bitepoint,playing
0.0,C00,5.681043,0,0,
0.0999200867191263,C00,4.270008,0,0,
0.1998401734382528,C00,4.429948,0,0,
0.2997602601573792,C00,3.650494,0,0,
0.3996803468765056,C00,6.477081,0,0,
0.4996004335956319,C00,5.564641,0,0,
0.5995205203147583,C00,2.817681,0,0,
0.6994406070338847,C00,4.124194,0,0,
0.7993606937530111,C00,5.370096,0,0,
0.8992807804721374,C00,5.758415,0,0,
0.999200867191264,C00,6.267336,0,0,
1.09912095391039,C00,5.557646,0,0,
1.199041040629517,C00,5.28261,0,0,
1.298961127348643,C00,5.783421,0,0,
1.398881214067769,C00,6.554359,0,0,
1.498801300786896,C00,6.730983,0,0,
1.598721387506022,C00,6.19533,0,0,
1.698641474225149,C00,5.462171,0,0,
1.798561560944275,C00,5.59682,0,0,
1.898481647663401,C00,5.84228,0,0,
1.998401734382528,C00,5.65622,0,0,
2.098321821101654,C00,5.227891,0,0,
2.198241907820781,C00,4.992763,0,0,
2.298161994539907,C00,4.078943,0,0,
2.398082081259033,C00,2.864549,0,0,
2.498002167978159,C00,5.462836,0,0,
2.597922254697286,C00,6.069141,0,0,
2.697842341416413,C00,4.572027,0,0,
2.797762428135539,C00,4.530231,0,0,
2.897682514854665,C00,4.246647,0,0,
2.997602601573792,C00,6.401276,0,0,
3.097522688292918,C00,6.17943,0,0,
3.197442775012044,C00,5.748521,0,0,
3.297362861731171,C00,7.209931,0,0,
3.397282948450297,C00,7.100186,0,0,
3.497203035169424,C00,7.632429,0,0,
3.59712312188855,C00,7.974385,0,0,
3.697043208607676,C00,6.071991,0,0,
3.796963295326802,C00,3.841347,0,0,
3.896883382045929,C00,6.956966,0,0,
3.996803468765056,C00,6.173599,0,0,
4.096723555484182,C00,6.176785,0,0,
4.196643642203308,C00,6.819291,0,0,
4.296563728922434,C00,5.465746,0,0,
4.396483815641561,C00,3.862941,0,0,
4.496403902360687,C00,6.478973,0,0,
4.596323989079814,C00,7.999194,0,0,
4.696244075798941,C00,7.005461,0,0,
4.796164162518067,C00,7.223379,0,0,
4.896084249237193,C00,6.676229,0,0,
4.996004335956319,C00,8.048296,0,0,
5.095924422675446,C00,7.699876,0,0,
5.195844509394572,C00,7.663138,0,0,
5.295764596113698,C00,8.569438,0,0,
5.395684682832825,C00,8.474428,0,0,
5.495604769551951,C00,8.075371,0,0,
5.595524856271077,C00,8.420768,0,0,
5.695444942990204,C00,9.179317,0,0,
5.79536502970933,C00,10.94499,0,0,
5.895285116428457,C00,10.82588,0,0,
5.995205203147584,C00,9.351316,0,0,
6.09512528986671,C00,7.532657,0,0,
6.195045376585836,C00,10.30878,0,0,
6.294965463304962,C00,8.438897,0,0,
