Time,Cell,F,bite,bitepoint,biting
0.0,C0,2.937182,0,0,
0.0999199993504384,C0,1.222224,0,0,
0.1998399987008769,C0,1.96901,0,0,
0.2997599980513154,C0,1.071614,0,0,
0.3996799974017538,C0,0.8877376,0,0,
0.4995999967521922,C0,1.217063,0,0,
0.5995199961026307,C0,-0.6123894,0,0,
0.6994399954530692,C0,-0.4070762,0,0,
0.7993599948035076,C0,-2.25787,0,0,
0.8992799941539461,C0,1.050218,0,0,
0.9991999935043844,C0,1.507755,0,0,
1.099119992854823,C0,1.247953,0,0,
1.199039992205261,C0,0.06943088,0,0,
1.2989599915557,C0,-0.3466223,0,0,
1.398879990906138,C0,-1.096147,0,0,
1.498799990256577,C0,-0.6954558,0,0,
1.598719989607015,C0,-0.6310812,0,0,
1.698639988957454,C0,-1.044562,0,0,
1.798559988307892,C0,-0.7680324,0,0,
1.898479987658331,C0,0.07687654,0,0,
1.998399987008769,C0,0.5885084,0,0,
2.098319986359208,C0,-2.690992,0,0,
2.198239985709646,C0,-1.515671,0,0,
2.298159985060084,C0,2.072468,0,0,
2.398079984410523,C0,-1.54213,0,0,
2.497999983760961,C0,0.3762826,0,0,
2.5979199831114,C0,-0.5880255,0,0,
2.697839982461838,C0,-1.317938,0,0,
2.797759981812277,C0,0.408607,0,0,
2.897679981162715,C0,2.416607,0,0,
2.997599980513153,C0,0.3748703,0,0,
3.097519979863592,C0,0.4669149,0,0,
3.19743997921403,C0,0.02271106,0,0,
3.297359978564469,C0,0.2559458,0,0,
3.397279977914907,C0,-1.821967,0,0,
3.497199977265346,C0,0.8449863,0,0,
3.597119976615784,C0,0.334453,0,0,
3.697039975966223,C0,0.5723879,0,0,
3.796959975316661,C0,-1.867323,0,0,
3.8968799746671,C0,0.2909386,0,0,
3.996799974017538,C0,-0.8600698,0,0,
4.096719973367977,C0,-0.8081595,0,0,
4.196639972718415,C0,0.8679693,0,0,
4.296559972068853,C0,0.6485658,0,0,
4.396479971419292,C0,-0.01382765,0,0,
4.496399970769731,C0,-0.1314555,0,0,
4.596319970120168,C0,0.4765346,0,0,
4.696239969470607,C0,-1.222762,0,0,
4.796159968821046,C0,-0.5314842,0,0,
4.896079968171485,C0,0.4216523,0,0,
4.995999967521922,C0,0.1114121,0,0,
5.095919966872361,C0,1.225015,0,0,
5.1958399662228,C0,1.863032,0,0,
5.295759965573238,C0,-0.5458761,0,0,
