Time,Cell,F,biting,bitepoint,playing
0.0,C00,7.089173,0,0,
0.0999201053471668,C00,8.240889,0,0,
0.1998402106943336,C00,7.810008,0,0,
0.2997603160415004,C00,4.60647,0,0,
0.3996804213886672,C00,6.31696,0,0,
0.499600526735834,C00,4.684042,0,0,
0.5995206320830008,C00,6.044569,0,0,
0.6994407374301675,C00,7.334915,0,0,
0.7993608427773344,C00,8.831354,0,0,
0.8992809481245012,C00,9.169187,0,0,
0.999201053471668,C00,3.276718,0,0,
1.099121158818835,C00,4.793037,0,0,
1.199041264166002,C00,3.872288,0,0,
1.298961369513168,C00,2.667018,0,0,
1.398881474860335,C00,3.285864,0,0,
1.498801580207502,C00,5.533989,0,0,
1.598721685554669,C00,4.616945,0,0,
1.698641790901836,C00,5.201185,0,0,
1.798561896249002,C00,5.99347,0,0,
1.898482001596169,C00,5.879852,0,0,
1.998402106943336,C00,4.756608,0,0,
2.098322212290503,C00,3.432656,0,0,
2.19824231763767,C00,2.480458,0,0,
2.298162422984837,C00,3.853268,0,0,
2.398082528332003,C00,-0.03113119,0,0,
2.49800263367917,C00,2.145893,0,0,
2.597922739026337,C00,2.094253,0,0,
2.697842844373504,C00,2.829433,0,0,
2.79776294972067,C00,3.975028,0,0,
2.897683055067837,C00,2.252735,0,0,
2.997603160415004,C00,2.003934,0,0,
3.097523265762171,C00,4.720602,0,0,
3.197443371109338,C00,4.172687,0,0,
3.297363476456504,C00,4.592292,0,0,
3.397283581803671,C00,5.027795,0,0,
3.497203687150838,C00,5.688164,0,0,
3.597123792498005,C00,2.830888,0,0,
3.697043897845171,C00,2.816365,0,0,
3.796964003192338,C00,2.668447,0,0,
3.896884108539505,C00,3.076463,0,0,
3.996804213886672,C00,5.298161,0,0,
4.096724319233839,C00,4.394949,0,0,
4.196644424581006,C00,5.055483,0,0,
4.296564529928173,C00,4.312974,0,0,
4.396484635275339,C00,5.087427,0,0,
4.496404740622506,C00,4.60242,0,0,
4.596324845969673,C00,3.914051,0,0,
4.69624495131684,C00,4.370167,0,0,
4.796165056664006,C00,5.693722,0,0,
4.896085162011174,C00,5.799439,0,0,
4.99600526735834,C00,5.303327,0,0,
5.095925372705507,C00,5.702035,0,0,
5.195845478052673,C00,4.978815,0,0,
5.295765583399841,C00,5.229266,0,0,
5.395685688747007,C00,4.587462,0,0,
5.495605794094174,C00,6.014864,0,0,
5.59552589944134,C00,3.105181,0,0,
5.695446004788508,C00,5.786534,0,0,
5.795366110135674,C00,2.121613,0,0,
5.895286215482841,C00,5.279596,0,0,
5.995206320830008,C00,7.372592,0,0,
6.095126426177175,C00,9.510462,0,0,
6.195046531524341,C00,9.136806,0,0,
6.294966636871508,C00,5.634184,0,0,
6.394886742218675,C00,6.732607,0,0,
6.494806847565842,C00,4.346554,0,0,
6.594726952913009,C00,4.557679,0,0,
6.694647058260175,C00,5.104764,0,0,
6.794567163607343,C00,6.666271,0,0,
6.894487268954509,C00,6.149555,0,0,
6.994407374301676,C00,5.730687,0,0,
7.094327479648843,C00,6.40966,0,0,
7.19424758499601,C00,7.232041,0,0,
7.294167690343176,C00,4.866989,0,0,
7.394087795690343,C00,3.910936,0,0,
7.49400790103751,C00,7.586016,0,0,
7.593928006384677,C00,6.827261,0,0,
7.693848111731843,C00,4.455489,0,0,
7.793768217079011,C00,4.850467,0,0,
7.893688322426177,C00,4.963071,0,0,
7.993608427773344,C00,5.666943,0,0,
8.09352853312051,C00,3.136844,0,0,
8.193448638467677,C00,8.531204,0,0,
8.293368743814844,C00,5.744963,0,0,
8.393288849162012,C00,5.687683,0,0,
8.493208954509178,C00,3.592365,0,0,
8.593129059856345,C00,4.832825,0,0,
8.693049165203512,C00,5.435071,0,0,
8.792969270550678,C00,6.885873,0,0,
8.892889375897845,C00,5.231538,0,0,
8.992809481245011,C00,2.987013,0,0,
9.09272958659218,C00,4.449672,0,0,
9.192649691939346,C00,5.713269,0,0,
9.292569797286513,C00,4.60241,0,0,
9.39248990263368,C00,5.645541,0,0,
9.492410007980846,C00,5.127911,0,0,
9.592330113328012,C00,5.338178,0,0,
9.69225021867518,C00,4.571356,0,0,
9.792170324022347,C00,3.601737,0,0,
9.892090429369514,C00,5.37637,0,0,
9.99201053471668,C00,4.560968,0,0,
10.09193064006385,C00,3.690019,0,0,
10.19185074541101,C00,4.90873,0,0,
10.29177085075818,C00,4.139854,0,0,
10.39169095610535,C00,6.388791,0,0,
10.49161106145251,C00,6.37256,0,0,
10.59153116679968,C00,5.633842,0,0,
10.69145127214685,C00,6.760922,0,0,
10.79137137749401,C00,6.700202,0,0,
10.89129148284118,C00,7.962752,0,0,
10.99121158818835,C00,16.39434,0,0,
11.09113169353551,C00,26.9946,0,0,
11.19105179888268,C00,31.9828,0,0,
11.29097190422985,C00,41.46658,0,0,
11.39089200957702,C00,48.18238,0,0,
11.49081211492418,C00,35.45827,0,0,
11.59073222027135,C00,33.49625,0,0,
11.69065232561852,C00,41.43486,0,0,
11.79057243096568,C00,37.12813,0,0,
11.89049253631285,C00,35.06573,0,0,
11.99041264166002,C00,33.64914,0,0,
12.09033274700718,C00,33.18224,0,0,
12.19025285235435,C00,33.11645,0,0,
12.29017295770152,C00,31.5737,0,0,
12.39009306304868,C00,32.43985,0,0,
12.49001316839585,C00,29.85233,0,0,
12.58993327374302,C00,28.38334,0,0,
12.68985337909018,C00,26.99759,0,0,
12.78977348443735,C00,28.1925,0,0,
12.88969358978452,C00,27.51798,0,0,
12.98961369513168,C00,24.01192,0,0,
13.08953380047885,C00,23.09422,0,0,
13.18945390582602,C00,24.76691,0,0,
13.28937401117318,C00,22.66714,0,0,
13.38929411652035,C00,23.24615,0,0,
13.48921422186752,C00,24.10257,0,0,
13.58913432721469,C00,21.28477,0,0,
13.68905443256185,C00,21.59225,0,0,
13.78897453790902,C00,21.73773,0,0,
13.88889464325618,C00,19.34591,0,0,
13.98881474860335,C00,17.17039,0,0,
14.08873485395052,C00,18.1904,0,0,
14.18865495929769,C00,18.59396,0,0,
14.28857506464485,C00,19.55179,0,0,
14.38849516999202,C00,15.62895,0,0,
14.48841527533919,C00,14.22323,0,0,
14.58833538068635,C00,15.68623,0,0,
14.68825548603352,C00,15.05641,0,0,
14.78817559138069,C00,12.6456,0,0,
14.88809569672785,C00,12.49306,0,0,
14.98801580207502,C00,14.9605,0,0,
15.08793590742219,C00,12.1936,0,0,
15.18785601276935,C00,13.18238,0,0,
15.28777611811652,C00,15.26022,0,0,
15.38769622346369,C00,14.08388,0,0,
15.48761632881085,C00,13.33324,0,0,
15.58753643415802,C00,12.73346,0,0,
15.68745653950519,C00,11.80882,0,0,
15.78737664485235,C00,14.39962,0,0,
15.88729675019952,C00,12.72964,0,0,
15.98721685554669,C00,12.181,0,0,
16.08713696089385,C00,14.19368,0,0,
16.18705706624102,C00,13.66198,0,0,
16.28697717158819,C00,12.85866,0,0,
16.38689727693535,C00,8.667718,0,0,
16.48681738228252,C00,9.209496,0,0,
16.58673748762969,C00,9.685465,0,0,
16.68665759297686,C00,9.521188,0,0,
16.78657769832402,C00,9.725007,0,0,
16.88649780367119,C00,8.358003,0,0,
16.98641790901836,C00,9.889417,0,0,
17.08633801436552,C00,9.604747,0,0,
17.18625811971269,C00,8.126441,0,0,
17.28617822505986,C00,9.909385,0,0,
17.38609833040702,C00,9.578879,0,0,
17.48601843575419,C00,7.808469,0,0,
17.58593854110136,C00,8.633267,0,0,
17.68585864644852,C00,9.608247,0,0,
17.78577875179569,C00,6.934082,0,0,
17.88569885714286,C00,9.053199,0,0,
17.98561896249002,C00,6.053586,0,0,
