Time,Cell,F,lick,lickpoint,licking
0.0999199999999999, C0,0.0,0,0,
0.19984, C0,0.0,0,0,
0.29976, C0,0.0,0,0,
0.39968, C0,0.0,0,0,
0.4996, C0,0.0,0,0,
0.59952, C0,0.0,0,0,
0.69944, C0,0.0,0,0,
0.79936, C0,0.0,0,0,
0.89928, C0,0.0,0,0,
0.9992, C0,0.0,0,0,
1.09912, C0,0.0,0,0,
1.19904, C0,0.0,0,0,
1.29896, C0,0.0,0,0,
1.39888, C0,0.0,0,0,
1.4988, C0,0.0,0,0,
1.59872, C0,0.0,0,0,
1.69864, C0,0.0,0,0,
1.79856, C0,0.0,0,0,
1.89848, C0,0.0,0,0,
1.9984, C0,0.0,0,0,
2.09832, C0,0.0,0,0,
2.19824, C0,0.0,0,0,
2.29816, C0,0.0,0,0,
2.39808, C0,0.0,0,0,
2.498, C0,0.0,0,0,
2.59792, C0,0.0,0,0,
2.69784, C0,0.0,0,0,
2.79776, C0,0.0,0,0,
2.89768, C0,0.0,0,0,
2.9976, C0,0.0,0,0,
3.09752, C0,0.0,0,0,
3.19744, C0,0.0,0,0,
3.29736, C0,0.0,0,0,
3.39728, C0,0.0,0,0,
3.4972, C0,0.0,0,0,
3.59712, C0,0.0,0,0,
3.69704, C0,0.0,0,0,
3.79696, C0,0.0,0,0,
3.89688, C0,0.0,0,0,
3.9968, C0,0.0,0,0,
4.09672, C0,0.0,0,0,
4.19664, C0,0.0,0,0,
4.29656, C0,0.0,0,0,
4.39648, C0,0.0,0,0,
4.4964, C0,0.0,0,0,
4.59632, C0,0.0,0,0,
4.69624, C0,0.0,0,0,
4.79616, C0,0.0,0,0,
4.89608, C0,0.0,0,0,
4.996, C0,0.0,0,0,
5.09592, C0,0.0,0,0,
5.19584, C0,0.0,0,0,
5.29576, C0,0.0,0,0,
5.39568, C0,0.0,0,0,
5.4956, C0,0.0,0,0,
5.59552, C0,0.0,0,0,
5.69544, C0,0.0,0,0,
5.79536, C0,0.0,0,0,
5.89528, C0,0.0,0,0,
5.9952, C0,0.0,0,0,
6.09512, C0,0.0,0,0,
6.19504, C0,0.0,0,0,
6.29496, C0,0.0,0,0,
6.39488, C0,0.0,0,0,
6.4948, C0,0.0,0,0,
6.59472, C0,0.0,0,0,
6.69464, C0,0.0,0,0,
6.79456, C0,0.0,0,0,
6.89448, C0,0.0,0,0,
6.9944, C0,0.0,0,0,
7.09432, C0,0.0,0,0,
7.19424, C0,0.0,0,0,
7.29416, C0,0.0,0,0,
7.39408, C0,0.0,0,0,
7.494, C0,0.0,0,0,
7.59392, C0,0.0,0,0,
7.69384, C0,0.0,0,0,
7.79376, C0,0.0,0,0,
7.89368, C0,0.0,0,0,
7.9936, C0,0.0,0,0,
8.09352, C0,0.0,0,0,
8.19344, C0,0.0,0,0,
8.29336, C0,0.0,0,0,
8.39328, C0,0.0,0,0,
8.4932, C0,0.0,0,0,
8.59312, C0,0.0,0,0,
8.69304, C0,0.0,0,0,
8.79296, C0,0.0,0,0,
8.89288, C0,0.0,0,0,
8.9928, C0,0.0,0,0,
9.09272, C0,0.0,0,0,
9.19264, C0,0.0,0,0,
9.29256, C0,0.0,0,0,
9.39248, C0,0.0,0,0,
9.4924, C0,0.0,0,0,
9.59232, C0,0.0,0,0,
9.69224, C0,0.0,0,0,
9.79216, C0,0.0,0,0,
9.89208, C0,0.0,0,0,
9.992, C0,0.0,0,0,
10.09192, C0,0.0,0,0,
10.19184, C0,0.0,0,0,
10.29176, C0,0.0,0,0,
10.39168, C0,0.0,0,0,
10.4916, C0,0.0,0,0,
10.59152, C0,0.0,0,0,
10.69144, C0,0.0,0,0,
10.79136, C0,0.0,0,0,
10.89128, C0,0.0,0,0,
10.9912, C0,0.0,0,0,
11.09112, C0,0.0,0,0,
11.19104, C0,0.0,0,0,
11.29096, C0,0.0,0,0,
11.39088, C0,0.0,0,0,
11.4908, C0,0.0,0,0,
11.59072, C0,0.0,0,0,
11.69064, C0,0.0,0,0,
11.79056, C0,0.0,0,0,
11.89048, C0,0.0,0,0,
11.9904, C0,0.0,0,0,
12.09032, C0,0.0,0,0,
12.19024, C0,0.0,0,0,
12.29016, C0,0.0,0,0,
12.39008, C0,0.0,0,0,
12.49, C0,0.0,0,0,
12.58992, C0,0.0,0,0,
12.68984, C0,0.0,0,0,
12.78976, C0,0.0,0,0,
12.88968, C0,0.0,0,0,
12.9896, C0,0.0,0,0,
13.08952, C0,0.0,0,0,
13.18944, C0,0.0,0,0,
13.28936, C0,0.0,0,0,
13.38928, C0,0.0,0,0,
13.4892, C0,0.0,0,0,
13.58912, C0,0.0,0,0,
13.68904, C0,0.0,0,0,
13.78896, C0,0.0,0,0,
13.88888, C0,0.0,0,0,
13.9888, C0,0.0,0,0,
14.08872, C0,0.0,0,0,
14.18864, C0,0.0,0,0,
14.28856, C0,0.0,0,0,
14.38848, C0,0.0,0,0,
14.4884, C0,0.0,0,0,
14.58832, C0,0.0,0,0,
14.68824, C0,0.0,0,0,
14.78816, C0,0.0,0,0,
14.88808, C0,0.0,0,0,
14.988, C0,0.0,0,0,
15.08792, C0,0.0,0,0,
15.18784, C0,0.0,0,0,
15.28776, C0,0.0,0,0,
15.38768, C0,0.0,0,0,
15.4876, C0,0.0,0,0,
15.58752, C0,0.0,0,0,
15.68744, C0,0.0,0,0,
15.78736, C0,0.0,0,0,
15.88728, C0,0.0,0,0,
15.9872, C0,0.0,0,0,
16.08712, C0,0.0,0,0,
16.18704, C0,0.0,0,0,
16.28696, C0,0.0,0,0,
16.38688, C0,0.0,0,0,
16.4868, C0,0.0,0,0,
16.58672, C0,0.0,0,0,
16.68664, C0,0.0,0,0,
16.78656, C0,0.0,0,0,
16.88648, C0,0.0,0,0,
16.9864, C0,0.0,0,0,
17.08632, C0,0.0,0,0,
17.18624, C0,0.0,0,0,
17.28616, C0,0.0,0,0,
17.38608, C0,0.0,0,0,
17.486, C0,0.0,0,0,
17.58592, C0,0.0,0,0,
17.68584, C0,0.0,0,0,
17.78576, C0,0.0,0,0,
17.88568, C0,0.0,0,0,
17.9856, C0,0.0,0,0,
18.08552, C0,0.0,0,0,
18.18544, C0,0.0,0,0,
18.28536, C0,0.0,0,0,
18.38528, C0,0.0,0,0,
18.4852, C0,0.0,0,0,
18.58512, C0,0.0,0,0,
18.68504, C0,0.0,0,0,
18.78496, C0,0.0,0,0,
18.88488, C0,0.0,0,0,
18.9848, C0,0.0,0,0,
19.08472, C0,0.0,0,0,
19.18464, C0,0.0,0,0,
19.28456, C0,0.0,0,0,
19.38448, C0,0.0,0,0,
19.4844, C0,0.0,0,0,
19.58432, C0,0.0,0,0,
19.68424, C0,0.0,0,0,
19.78416, C0,0.0,0,0,
19.88408, C0,0.0,0,0,
19.984, C0,0.0,0,0,
20.08392, C0,0.0,0,0,
20.18384, C0,0.0,0,0,
20.28376, C0,0.0,0,0,
20.38368, C0,0.0,0,0,
20.4836, C0,0.0,0,0,
20.58352, C0,0.0,0,0,
20.68344, C0,0.0,0,0,
20.78336, C0,0.0,0,0,
20.88328, C0,0.0,0,0,
20.9832, C0,0.0,0,0,
21.08312, C0,0.0,0,0,
21.18304, C0,0.0,0,0,
21.28296, C0,0.0,0,0,
21.38288, C0,0.0,0,0,
21.4828, C0,0.0,0,0,
21.58272, C0,0.0,0,0,
21.68264, C0,0.0,0,0,
21.78256, C0,5.743785,0,0,
21.88248, C0,0.0,0,0,
21.9824, C0,0.0,0,0,
22.08232, C0,3.587811,0,0,
22.18224, C0,0.0,0,0,
22.28216, C0,0.0,0,0,
22.38208, C0,0.0,0,0,
22.482, C0,0.0,0,0,
22.58192, C0,0.0,0,0,
22.68184, C0,0.0,0,0,
22.78176, C0,0.0,0,0,
22.88168, C0,0.0,0,0,
22.9816, C0,0.0,0,0,
23.08152, C0,0.0,0,0,
23.18144, C0,0.0,0,0,
23.28136, C0,0.0,0,0,
23.38128, C0,0.0,0,0,
23.4812, C0,0.0,0,0,
23.58112, C0,0.0,0,0,
23.68104, C0,0.0,0,0,
23.78096, C0,0.0,0,0,
23.88088, C0,0.0,0,0,
23.9808, C0,0.0,0,0,
24.08072, C0,0.0,0,0,
24.18064, C0,0.0,0,0,
24.28056, C0,0.0,0,0,
