Time,Cell,F,lickpoint,licking
0.0,C007,16.8692,0,
0.0999203111657195,C007,11.48829,0,
0.1998406223314391,C007,11.25419,0,
0.2997609334971587,C007,5.19752,0,
0.3996812446628782,C007,5.514735,0,
0.4996015558285978,C007,6.558218,0,
0.5995218669943173,C007,8.725956,0,
0.6994421781600368,C007,9.393173,0,
0.7993624893257564,C007,4.595822,0,
0.8992828004914759,C007,3.752059,0,
0.9992031116571956,C007,6.87426,0,
1.099123422822915,C007,7.350915,0,
1.199043733988635,C007,6.980918,0,
1.298964045154354,C007,6.050262,0,
1.398884356320074,C007,2.834774,0,
1.498804667485793,C007,5.142181,0,
1.598724978651513,C007,5.611526,0,
1.698645289817232,C007,5.733988,0,
1.798565600982952,C007,5.791786,0,
1.898485912148671,C007,5.844495,0,
1.998406223314391,C007,6.544186,0,
2.098326534480111,C007,4.807788,0,
2.19824684564583,C007,4.710587,0,
2.29816715681155,C007,7.159386,0,
2.398087467977269,C007,6.452024,0,
2.498007779142989,C007,7.020689,0,
2.597928090308709,C007,6.595865,0,
2.697848401474428,C007,6.236509,0,
2.797768712640147,C007,6.990693,0,
2.897689023805867,C007,6.189564,0,
2.997609334971587,C007,6.075364,0,
3.097529646137306,C007,4.869687,0,
3.197449957303026,C007,5.904692,0,
3.297370268468745,C007,3.975791,0,
3.397290579634465,C007,4.783064,0,
3.497210890800184,C007,8.100706,0,
3.597131201965904,C007,12.34898,0,
3.697051513131624,C007,17.51734,0,
3.796971824297343,C007,20.91121,0,
3.896892135463062,C007,21.20625,0,
3.996812446628782,C007,19.12548,0,
4.096732757794501,C007,20.12592,0,
4.196653068960221,C007,17.92914,0,
4.296573380125941,C007,18.77279,0,
4.39649369129166,C007,20.07536,0,
4.49641400245738,C007,12.45616,0,
4.5963343136231,C007,7.010455,0,0.0
4.696254624788819,C007,8.772251,0,0.0
4.796174935954538,C007,8.15476,0,0.0
4.896095247120258,C007,10.13425,0,0.0
4.996015558285977,C007,8.336062,0,0.0
5.095935869451697,C007,5.761828,0,0.0
5.195856180617417,C007,4.076269,0,0.0
5.295776491783136,C007,4.062684,0,0.0
5.395696802948856,C007,3.918119,0,0.0
5.495617114114576,C007,3.990778,0,0.0
5.595537425280295,C007,3.332402,0,0.0
5.695457736446015,C007,4.125614,0,0.0
5.795378047611734,C007,4.729759,0,0.0
5.895298358777453,C007,4.016604,0,0.0
5.995218669943173,C007,5.009212,0,0.0
6.095138981108892,C007,6.885155,0,0.0
6.195059292274612,C007,5.869299,0,0.0
6.294979603440332,C007,7.248641,0,0.0
6.394899914606051,C007,6.09048,0,0.0
6.494820225771771,C007,4.346443,0,0.0
6.594740536937491,C007,5.258432,0,0.0
6.69466084810321,C007,5.598776,0,0.0
6.79458115926893,C007,3.571365,0,0.0
6.894501470434649,C007,5.021902,0,0.0
6.994421781600368,C007,4.229116,0,0.0
7.094342092766088,C007,4.066052,0,0.0
7.194262403931807,C007,5.213218,0,0.0
7.294182715097527,C007,5.770683,0,0.0
7.394103026263247,C007,6.518744,0,0.0
7.494023337428966,C007,5.271208,0,0.0
7.593943648594686,C007,4.727205,0,0.0
7.693863959760406,C007,4.5578,0,0.0
7.793784270926125,C007,6.330268,0,0.0
7.893704582091845,C007,6.175165,0,0.0
7.993624893257564,C007,6.081416,0,0.0
8.093545204423284,C007,6.882521,0,0.0
8.193465515589002,C007,6.855939,0,0.0
8.293385826754722,C007,6.951455,0,0.0
8.393306137920442,C007,6.559924,0,0.0
8.493226449086162,C007,6.422749,0,0.0
8.593146760251882,C007,6.212197,0,0.0
8.693067071417602,C007,5.779528,0,0.0
8.79298738258332,C007,5.163545,0,0.0
8.89290769374904,C007,5.904047,0,0.0
8.99282800491476,C007,3.435107,0,0.0
9.09274831608048,C007,6.466679,0,0.0
9.1926686272462,C007,5.692311,0,0.0
9.29258893841192,C007,6.28562,0,0.0
9.392509249577635,C007,7.70213,0,0.0
9.492429560743355,C007,6.978074,0,0.0
9.592349871909075,C007,5.46503,0,0.0
9.692270183074797,C007,3.454811,0,0.0
9.792190494240517,C007,3.945845,0,0.0
9.892110805406237,C007,5.881626,0,0.0
9.992031116571956,C007,5.719017,0,0.0
10.09195142773767,C007,3.664143,0,0.0
10.19187173890339,C007,3.694911,0,0.0
10.29179205006911,C007,4.899721,0,0.0
10.39171236123483,C007,8.87973,0,0.0
10.49163267240055,C007,11.89826,0,0.0
10.59155298356627,C007,10.80914,0,0.0
10.69147329473199,C007,11.75542,0,0.0
10.79139360589771,C007,7.365147,0,0.0
10.89131391706343,C007,3.691228,0,0.0
10.99123422822915,C007,5.669579,0,0.0
11.09115453939487,C007,5.575271,0,0.0
11.19107485056059,C007,4.399671,0,0.0
11.29099516172631,C007,5.77461,0,0.0
11.39091547289203,C007,3.611172,0,0.0
11.49083578405775,C007,5.312626,0,0.0
11.59075609522347,C007,4.714094,0,0.0
11.69067640638919,C007,5.207185,0,0.0
11.79059671755491,C007,5.952417,0,0.0
11.89051702872063,C007,4.970952,0,0.0
11.99043733988635,C007,7.043283,0,0.0
12.09035765105207,C007,9.631671,0,0.0
12.19027796221778,C007,7.890306,0,0.0
12.2901982733835,C007,7.814353,0,0.0
12.39011858454922,C007,6.488665,0,0.0
12.49003889571494,C007,6.082336,0,0.0
12.58995920688066,C007,4.842776,0,0.0
12.68987951804638,C007,5.872122,0,0.0
12.7897998292121,C007,6.314921,0,0.0
12.88972014037782,C007,6.099827,0,0.0
