Time,Cell,F,lick,lickpoint
173.5610851454834,C07,3.037246,0,0
173.6610051714738,C07,2.21822,0,0
173.7609251974643,C07,3.907121,0,0
173.8608452234548,C07,3.960071,0,0
173.9607652494453,C07,2.75533,0,0
174.0606852754358,C07,5.474101,0,0
174.1606053014263,C07,2.977371,0,0
174.2605253274168,C07,2.978691,0,0
174.3604453534073,C07,2.347056,0,0
174.4603653793978,C07,4.04425,0,0
174.5602854053883,C07,3.295329,0,0
174.6602054313788,C07,0.6005752,0,0
174.7601254573692,C07,-0.7785276,0,0
174.8600454833598,C07,0.86804,0,0
174.9599655093502,C07,1.779851,0,0
175.0598855353407,C07,-0.005815694,0,0
175.1598055613312,C07,1.254598,0,0
175.2597255873217,C07,0.1052883,0,0
175.3596456133122,C07,4.574182,0,0
175.4595656393027,C07,8.529552,0,0
175.5594856652932,C07,13.07154,0,0
175.6594056912837,C07,14.16751,0,0
175.7593257172742,C07,13.61994,0,0
175.8592457432647,C07,10.67229,0,1
175.9591657692552,C07,9.777253,0,0
176.0590857952456,C07,9.610188,0,0
176.1590058212361,C07,9.722589,0,0
176.2589258472266,C07,8.612694,0,0
176.3588458732171,C07,9.156219,0,0
176.4587658992076,C07,10.39129,0,0
176.5586859251981,C07,10.60114,0,0
176.6586059511886,C07,9.95374,0,0
176.7585259771791,C07,9.991558,0,0
176.8584460031696,C07,10.17349,0,0
176.9583660291601,C07,10.3161,0,0
177.0582860551505,C07,7.356974,0,0
177.1582060811411,C07,6.254283,0,0
177.2581261071315,C07,4.970644,0,0
177.358046133122,C07,5.764273,0,0
177.4579661591125,C07,6.130216,0,0
177.557886185103,C07,5.485812,0,0
177.6578062110935,C07,4.03969,0,0
177.757726237084,C07,3.700272,0,0
177.8576462630745,C07,2.142574,0,0
177.957566289065,C07,1.152282,0,0
178.0574863150555,C07,0.8024169,0,0
178.157406341046,C07,0.8663711,0,0
178.2573263670365,C07,-0.6984189,0,0
178.3572463930269,C07,-0.2467946,0,0
178.4571664190174,C07,0.4519005,0,0
178.5570864450079,C07,2.314383,0,0
178.6570064709984,C07,3.246193,0,0
178.7569264969889,C07,3.182594,0,0
178.8568465229794,C07,1.994359,0,0
178.9567665489699,C07,-0.7007033,0,0
179.0566865749604,C07,0.6887313,0,0
179.1566066009509,C07,1.948633,0,0
179.2565266269414,C07,4.689713,0,0
179.3564466529319,C07,5.880776,0,0
179.4563666789223,C07,7.373257,0,0
179.5562867049128,C07,9.833061,0,0
179.6562067309033,C07,10.30406,0,0
179.7561267568938,C07,9.010681,0,0
179.8560467828843,C07,7.962413,0,0
179.9559668088748,C07,7.074285,0,0
180.0558868348653,C07,7.124949,0,0
180.1558068608558,C07,6.723957,0,0
180.2557268868463,C07,4.917899,0,0
180.3556469128368,C07,5.02658,0,0
180.4555669388272,C07,3.521348,0,0
180.5554869648178,C07,2.980407,0,0
180.6554069908082,C07,3.389086,0,0
180.7553270167987,C07,2.798314,0,0
180.8552470427892,C07,3.540481,0,0
180.9551670687797,C07,1.799189,0,0
181.0550870947702,C07,4.288156,0,0
181.1550071207607,C07,3.905641,0,0
181.2549271467512,C07,4.172459,0,0
181.3548471727417,C07,4.04663,0,0
181.4547671987322,C07,3.064194,0,0
181.5546872247227,C07,3.281514,0,0
181.6546072507132,C07,4.368768,0,0
181.7545272767036,C07,3.694098,0,0
181.8544473026941,C07,5.108061,0,0
181.9543673286846,C07,5.522895,0,0
182.0542873546751,C07,5.478335,0,0
182.1542073806656,C07,3.476539,0,0
182.2541274066561,C07,4.610255,0,0
182.3540474326466,C07,7.151093,0,0
182.4539674586371,C07,6.577795,0,0
182.5538874846276,C07,8.026838,0,0
182.6538075106181,C07,7.361059,0,0
182.7537275366086,C07,8.288264,0,0
182.853647562599,C07,8.375797,0,0
182.9535675885896,C07,9.666241,0,0
183.05348761458,C07,8.458781,0,0
183.1534076405705,C07,6.628531,0,0
183.253327666561,C07,6.080719,0,0
183.3532476925515,C07,4.539694,0,0
183.453167718542,C07,5.675705,0,0
183.5530877445325,C07,5.003119,0,0
183.653007770523,C07,5.043631,0,0
183.7529277965135,C07,6.35888,0,0
183.852847822504,C07,8.837885,0,0
183.9527678484945,C07,7.696464,0,0
184.0526878744849,C07,7.29355,0,0
184.1526079004754,C07,6.079505,0,0
184.2525279264659,C07,7.064407,0,0
184.3524479524564,C07,5.882628,0,0
184.4523679784469,C07,8.079618,0,0
184.5522880044374,C07,7.108426,0,0
184.6522080304279,C07,8.470086,0,0
184.7521280564184,C07,8.191422,0,0
184.8520480824089,C07,7.440137,0,0
184.9519681083994,C07,8.253316,0,0
185.0518881343899,C07,7.075597,0,0
185.1518081603803,C07,4.353478,0,0
185.2517281863708,C07,6.032327,0,0
185.3516482123613,C07,5.252894,0,0
185.4515682383518,C07,5.354968,0,0
185.5514882643423,C07,4.701341,0,0
185.6514082903328,C07,4.628546,0,0
185.7513283163233,C07,3.494355,0,0
185.8512483423138,C07,3.751113,0,0
185.9511683683043,C07,3.86518,0,0
186.0510883942948,C07,6.354202,0,0
186.1510084202853,C07,6.251741,0,0
186.2509284462758,C07,7.363179,0,0
186.3508484722663,C07,7.45849,0,0
186.4507684982567,C07,6.122861,0,0
186.5506885242472,C07,6.347096,0,0
186.6506085502377,C07,4.076735,0,0
186.7505285762282,C07,4.890131,0,0
186.8504486022187,C07,4.107547,0,0
186.9503686282092,C07,3.985964,0,0
187.0502886541997,C07,4.256278,0,0
187.1502086801902,C07,4.873364,0,0
187.2501287061807,C07,8.245614,0,0
187.3500487321712,C07,14.3063,0,0
187.4499687581616,C07,16.13045,0,0
187.5498887841521,C07,13.80255,0,0
187.6498088101426,C07,11.24551,0,0
187.7497288361331,C07,10.02617,0,0
187.8496488621236,C07,10.37157,0,0
187.9495688881141,C07,10.74301,0,0
188.0494889141046,C07,9.397755,0,0
188.1494089400951,C07,10.86699,0,0
188.2493289660856,C07,13.42999,0,0
188.3492489920761,C07,16.18003,0,0
188.4491690180666,C07,17.32399,0,0
188.549089044057,C07,17.77639,0,0
188.6490090700476,C07,17.05908,0,0
188.748929096038,C07,16.58838,0,0
188.8488491220285,C07,15.37622,0,0
188.948769148019,C07,18.97351,0,0
189.0486891740095,C07,28.11326,0,0
189.1486092,C07,28.61452,0,0
189.2485292259905,C07,23.82494,0,0
189.348449251981,C07,20.36306,0,0
189.4483692779715,C07,18.11308,0,0
189.548289303962,C07,16.46017,0,0
189.6482093299525,C07,12.83538,0,0
189.748129355943,C07,12.13258,0,0
189.8480493819334,C07,10.00756,0,0
189.9479694079239,C07,10.01317,0,0
190.0478894339144,C07,9.556209,0,0
190.1478094599049,C07,7.056992,0,0
190.2477294858954,C07,8.154849,0,0
190.3476495118859,C07,5.825753,0,0
190.4475695378764,C07,5.859026,0,0
190.5474895638669,C07,3.931213,0,0
190.6474095898574,C07,4.2396,0,0
190.7473296158479,C07,3.756266,0,0
190.8472496418383,C07,3.799077,0,0
190.9471696678288,C07,2.798897,0,0
191.0470896938193,C07,3.85486,0,0
191.1470097198098,C07,18.29366,0,0
191.2469297458003,C07,35.32582,0,0
191.3468497717908,C07,31.3561,0,0
191.4467697977813,C07,26.49421,0,0
191.5466898237718,C07,24.59249,0,0
191.6466098497623,C07,22.22731,0,0
191.7465298757528,C07,18.38266,0,0
191.8464499017433,C07,16.68817,0,0
191.9463699277338,C07,16.05049,0,0
192.0462899537243,C07,13.28629,0,0
192.1462099797147,C07,11.11284,0,0
192.2461300057052,C07,11.00995,0,0
192.3460500316957,C07,11.78964,0,0
192.4459700576862,C07,13.83659,0,0
192.5458900836767,C07,12.1198,0,0
192.6458101096672,C07,10.42607,0,0
192.7457301356577,C07,8.992138,0,0
192.8456501616482,C07,5.374211,0,0
192.9455701876387,C07,5.888604,0,0
193.0454902136292,C07,6.977679,0,0
193.1454102396197,C07,7.255274,0,0
193.2453302656101,C07,5.002458,0,0
193.3452502916006,C07,4.067776,0,0
193.4451703175911,C07,2.31214,0,0
193.5450903435816,C07,0.4175024,0,0
193.6450103695721,C07,0.8264886,0,0
193.7449303955626,C07,1.380975,0,0
193.8448504215531,C07,2.102563,0,0
193.9447704475436,C07,2.598788,0,0
194.0446904735341,C07,1.926789,0,0
194.1446104995246,C07,3.019017,0,0
194.244530525515,C07,2.284156,0,0
194.3444505515056,C07,1.673021,0,0
194.444370577496,C07,1.028067,0,0
194.5442906034865,C07,1.784077,0,0
194.644210629477,C07,1.825243,0,0
194.7441306554675,C07,1.273098,0,0
194.844050681458,C07,-0.1945217,0,0
194.9439707074485,C07,0.8698589,0,0
195.043890733439,C07,1.633369,0,0
195.1438107594295,C07,-1.176898,0,0
195.24373078542,C07,-0.02264504,0,0
195.3436508114105,C07,1.405997,0,0
195.443570837401,C07,1.037131,0,0
195.5434908633914,C07,1.184954,0,0
195.6434108893819,C07,2.545508,0,0
195.7433309153724,C07,0.904882,0,0
195.8432509413629,C07,0.3007523,0,0
195.9431709673534,C07,1.212934,0,0
196.0430909933439,C07,1.669258,0,0
196.1430110193344,C07,2.693255,0,0
196.2429310453249,C07,2.769979,0,0
196.3428510713154,C07,2.459864,0,0
196.4427710973059,C07,4.636482,0,0
196.5426911232964,C07,4.441516,0,0
196.6426111492868,C07,8.810973,0,0
196.7425311752773,C07,8.718318,0,0
196.8424512012678,C07,9.140294,0,0
196.9423712272583,C07,10.68266,0,0
197.0422912532488,C07,13.90767,0,0
197.1422112792393,C07,17.89315,0,0
197.2421313052298,C07,18.03747,0,0
197.3420513312203,C07,25.12963,0,0
197.4419713572108,C07,22.04724,0,0
197.5418913832013,C07,18.89402,0,0
197.6418114091917,C07,17.51185,0,0
197.7417314351823,C07,16.81471,0,0
197.8416514611727,C07,13.57086,0,0
197.9415714871632,C07,11.47597,0,0
198.0414915131537,C07,9.675996,0,0
198.1414115391442,C07,10.00228,0,0
198.2413315651347,C07,8.164564,0,0
198.3412515911252,C07,8.54535,0,0
