Time,Cell,F,lick,lickpoint,licking
0.0,C00,3.220137,0,0,
0.0999200454836643,C00,3.631252,0,0,
0.1998400909673286,C00,3.437065,0,0,
0.299760136450993,C00,2.358134,0,0,
0.3996801819346573,C00,1.849883,0,0,
0.4996002274183216,C00,-0.4682098,0,0,
0.599520272901986,C00,1.020589,0,0,
0.6994403183856502,C00,1.508257,0,0,
0.7993603638693145,C00,0.9546694,0,0,
0.8992804093529788,C00,-0.5096542,0,0,
0.9992004548366432,C00,1.33448,0,0,
1.099120500320308,C00,2.701141,0,0,
1.199040545803972,C00,1.544722,0,0,
1.298960591287636,C00,-0.004356713,0,0,
1.3988806367713,C00,1.124226,0,0,
1.498800682254965,C00,0.58486,0,0,
1.598720727738629,C00,0.3338031,0,0,
1.698640773222293,C00,-0.1743451,0,0,
1.798560818705958,C00,0.09379894,0,0,
1.898480864189622,C00,0.3826081,0,0,
1.998400909673286,C00,0.5752465,0,0,
2.098320955156951,C00,-1.1634,0,0,
2.198241000640615,C00,0.6148158,0,0,
2.298161046124279,C00,-0.583991,0,0,
2.398081091607944,C00,0.3534566,0,0,
2.498001137091608,C00,1.345699,0,0,
2.597921182575272,C00,0.251316,0,0,
2.697841228058937,C00,-0.004635473,0,0,
2.797761273542601,C00,0.6989343,0,0,
2.897681319026265,C00,-0.4303166,0,0,
2.997601364509929,C00,-0.1511699,0,0,
3.097521409993594,C00,0.6920115,0,0,
3.197441455477258,C00,-1.145414,0,0,
3.297361500960923,C00,-1.257578,0,0,
3.397281546444587,C00,0.6299886,0,0,
3.497201591928251,C00,0.8364152,0,0,
3.597121637411915,C00,0.478927,0,0,
3.69704168289558,C00,0.2650774,0,0,
3.796961728379244,C00,-0.1079908,0,0,
3.896881773862908,C00,6.871095,0,0,
3.996801819346573,C00,20.00215,0,0,
4.096721864830237,C00,25.59736,0,0,
4.196641910313901,C00,21.80827,0,0,
4.296561955797566,C00,18.23533,0,0,
4.39648200128123,C00,16.01595,0,0,
4.496402046764894,C00,11.60026,0,0,
4.596322092248559,C00,9.283684,0,0,
4.696242137732223,C00,8.56329,0,0,
4.796162183215888,C00,5.551211,0,0,
4.896082228699552,C00,5.102779,0,0,
4.996002274183216,C00,4.17359,0,0,
5.09592231966688,C00,2.739849,0,0,
5.195842365150544,C00,2.959529,0,0,
5.295762410634209,C00,3.315792,0,0,
5.395682456117873,C00,1.668773,0,0,
5.495602501601537,C00,1.463162,0,0,
5.595522547085202,C00,2.135889,0,0,
5.695442592568866,C00,1.089864,0,0,
5.795362638052531,C00,2.617469,0,0,
5.895282683536195,C00,1.472713,0,0,
5.995202729019859,C00,1.466685,0,0,
6.095122774503523,C00,0.6935136,0,0,
6.195042819987187,C00,0.9120564,0,0,
6.294962865470852,C00,-0.001482328,0,0,
6.394882910954516,C00,0.002835429,0,0,
6.494802956438181,C00,-0.6126096,0,0,
6.594723001921845,C00,-0.8715079,0,0,
6.694643047405509,C00,-0.2875141,0,0,
6.794563092889174,C00,-0.8367073,0,0,
6.894483138372838,C00,-0.2530532,0,0,
6.994403183856503,C00,0.1131513,0,0,
7.094323229340167,C00,-0.7999967,0,0,
7.194243274823831,C00,1.170365,0,0,
7.294163320307495,C00,2.870972,0,0,
7.394083365791159,C00,0.764833,0,0,
7.494003411274824,C00,1.160137,0,0,
7.593923456758488,C00,1.125671,0,0,
7.693843502242152,C00,0.9283001,0,0,
7.793763547725817,C00,1.395534,0,0,
7.893683593209481,C00,-0.4706347,0,0,
7.993603638693146,C00,-0.226061,0,0,
8.09352368417681,C00,-0.7957524,0,0,
8.193443729660475,C00,-1.463955,0,0,
8.293363775144138,C00,-2.419251,0,0,
8.393283820627802,C00,3.143181,0,0,
8.493203866111466,C00,0.08002047,0,0,
8.593123911595132,C00,0.8416871,0,0,
8.693043957078796,C00,1.063203,0,0,
8.79296400256246,C00,0.3733416,0,0,
8.892884048046124,C00,-1.214085,0,0,
8.992804093529788,C00,-0.4377458,0,0,
9.092724139013454,C00,0.3586462,0,0,
9.192644184497118,C00,0.06448495,0,0,
9.292564229980782,C00,-0.5522139,0,0,
9.392484275464446,C00,1.139866,0,0,
9.492404320948108,C00,0.4572912,0,0,
9.592324366431775,C00,1.374033,0,0,
9.69224441191544,C00,-1.409916,0,0,
9.792164457399103,C00,-0.9608766,0,0,
9.892084502882769,C00,-1.249164,0,0,
9.992004548366433,C00,0.1913845,0,0,
10.0919245938501,C00,0.07653055,0,0,
10.19184463933376,C00,2.75532,0,0,
10.29176468481742,C00,1.217896,0,0,
10.39168473030109,C00,1.190261,0,0,
10.49160477578475,C00,0.9640947,0,0,
10.59152482126842,C00,1.256282,0,0,
10.69144486675208,C00,1.809175,0,0,
10.79136491223575,C00,0.7533486,0,0,
10.89128495771941,C00,2.356277,0,0,
10.99120500320307,C00,0.4684741,0,0,
11.09112504868674,C00,2.008996,0,0,
11.1910450941704,C00,0.457619,0,0,
11.29096513965407,C00,1.842761,0,0,
11.39088518513773,C00,2.207749,0,0,
11.4908052306214,C00,1.57966,0,0,
11.59072527610506,C00,0.4126412,0,0,
11.69064532158873,C00,0.6208136,0,0,
11.79056536707239,C00,0.1540162,0,0,
11.89048541255605,C00,-0.1863322,0,0,
11.99040545803972,C00,1.025499,0,0,
12.09032550352338,C00,0.8746412,0,0,
12.19024554900705,C00,1.725332,0,0,
12.29016559449071,C00,-0.3753769,0,0,
12.39008563997437,C00,-0.149275,0,0,
12.49000568545804,C00,-0.1728473,0,0,
12.5899257309417,C00,-1.745934,0,0,
12.68984577642537,C00,1.0745,0,0,
12.78976582190903,C00,-0.9311962,0,0,
12.8896858673927,C00,0.6762188,0,0,
12.98960591287636,C00,-0.4451985,0,0,
13.08952595836003,C00,1.523514,0,0,
13.18944600384369,C00,-0.4605811,0,0,
13.28936604932735,C00,1.868675,0,0,
13.38928609481102,C00,1.188942,0,0,
13.48920614029468,C00,0.09934582,0,0,
13.58912618577835,C00,0.06431149,0,0,
13.68904623126201,C00,1.383,0,0,
13.78896627674568,C00,0.03460712,0,0,
13.88888632222934,C00,-0.01060336,0,0,
13.98880636771301,C00,-0.01019031,0,0,
14.08872641319667,C00,1.221128,0,0,
14.18864645868033,C00,0.1287038,0,0,
14.288566504164,C00,1.377194,0,0,
14.38848654964766,C00,1.457775,0,0,
14.48840659513133,C00,-0.3532884,0,0,
14.58832664061499,C00,-0.06516853,0,0,
14.68824668609865,C00,-2.063841,0,0,
14.78816673158232,C00,-0.698581,0,0,
14.88808677706598,C00,1.230675,0,0,
14.98800682254965,C00,0.8627498,0,0,
15.08792686803331,C00,0.6695971,0,0,
15.18784691351698,C00,-0.7985471,0,0,
15.28776695900064,C00,0.3702134,0,0,
15.3876870044843,C00,1.017862,0,0,
15.48760704996797,C00,0.3762748,0,0,
15.58752709545163,C00,3.07121,0,0,
15.6874471409353,C00,2.053631,0,0,
15.78736718641896,C00,0.9572005,0,0,
15.88728723190263,C00,-0.3324686,0,0,
15.98720727738629,C00,-0.2641627,0,0,
16.08712732286995,C00,-1.637143,0,0,
16.18704736835362,C00,-1.696782,0,0,
16.28696741383729,C00,2.107337,0,0,
16.38688745932095,C00,2.00712,0,0,
16.48680750480461,C00,1.364937,0,0,
16.58672755028828,C00,-0.2949856,0,0,
16.68664759577194,C00,3.145168,0,0,
16.7865676412556,C00,0.5853158,0,0,
16.88648768673927,C00,1.127502,0,0,
16.98640773222293,C00,2.543577,0,0,
17.0863277777066,C00,2.851418,0,0,
17.18624782319026,C00,2.378139,0,0,
17.28616786867393,C00,3.095854,0,0,
17.38608791415759,C00,2.00581,0,0,
17.48600795964126,C00,1.904019,0,0,
17.58592800512492,C00,0.1985502,0,0,
17.68584805060858,C00,-0.8695788,0,0,
17.78576809609225,C00,-1.657461,0,0,
17.88568814157591,C00,-1.116694,0,0,
17.98560818705958,C00,-0.5594423,0,0,
18.08552823254324,C00,-1.497121,0,0,
18.18544827802691,C00,-1.024755,0,0,
18.28536832351057,C00,-0.5368876,0,0,
18.38528836899424,C00,0.1199615,0,0,
18.4852084144779,C00,-1.622115,0,0,
18.58512845996156,C00,-0.7851765,0,0,
18.68504850544523,C00,-0.8490889,0,0,
18.78496855092889,C00,-1.016275,0,0,
18.88488859641256,C00,-2.000454,0,0,
18.98480864189622,C00,-1.261985,0,0,
19.08472868737988,C00,1.743433,0,0,
19.18464873286355,C00,0.7916047,0,0,
19.28456877834721,C00,-0.6227313,0,0,
19.38448882383088,C00,-1.531647,0,0,
19.48440886931454,C00,-0.8096986,0,0,
19.58432891479821,C00,-0.5598927,0,0,
19.68424896028187,C00,0.3914429,0,0,
19.78416900576553,C00,-0.98171,0,0,
19.8840890512492,C00,0.2582752,0,0,
19.98400909673286,C00,-1.094985,0,0,
20.08392914221653,C00,-1.067308,0,0,
20.18384918770019,C00,-0.7867514,0,0,
20.28376923318386,C00,-0.7749898,0,0,
20.38368927866752,C00,0.9958774,0,0,
20.48360932415119,C00,-1.677463,0,0,
20.58352936963485,C00,0.5229743,0,0,
20.68344941511851,C00,0.898762,0,0,
20.78336946060218,C00,0.8368382,0,0,
20.88328950608584,C00,0.488894,0,0,
20.98320955156951,C00,-0.6576256,0,0,
21.08312959705317,C00,-0.909384,0,0,
21.18304964253684,C00,-1.070297,0,0,
21.2829696880205,C00,-0.6657696,0,0,
21.38288973350416,C00,0.4484802,0,0,
21.48280977898783,C00,1.124107,0,0,
21.58272982447149,C00,1.112141,0,0,
21.68264986995516,C00,-0.6612638,0,0,
21.78256991543882,C00,-0.05655477,0,0,
21.88248996092248,C00,0.3894563,0,0,
21.98241000640615,C00,0.09105247,0,0,
22.08233005188982,C00,-0.6103303,0,0,
22.18225009737348,C00,-0.9769,0,0,
22.28217014285714,C00,-1.096727,0,0,
22.38209018834081,C00,-1.912878,0,0,
22.48201023382447,C00,-2.047923,0,0,
22.58193027930814,C00,-2.66181,0,0,
22.6818503247918,C00,-1.492926,0,0,
22.78177037027546,C00,-1.538396,0,0,
22.88169041575913,C00,-1.950383,0,0,
22.98161046124279,C00,-1.47291,0,0,
23.08153050672646,C00,-0.2423342,0,0,
23.18145055221012,C00,-1.711909,0,0,
23.28137059769379,C00,-0.565038,0,0,
23.38129064317745,C00,-0.2316777,0,0,
23.48121068866111,C00,-1.74374,0,0,
23.58113073414478,C00,0.2246398,0,0,
23.68105077962844,C00,-1.443339,0,0,
23.78097082511211,C00,-1.814696,0,0,
23.88089087059577,C00,0.1226958,0,0,
23.98081091607943,C00,0.7935936,0,0,
24.0807309615631,C00,0.9072148,0,0,
24.18065100704677,C00,1.745315,0,0,
24.28057105253043,C00,0.5812387,0,0,
24.38049109801409,C00,0.3371277,0,0,
24.48041114349776,C00,0.5920549,0,0,
24.58033118898142,C00,0.2440225,0,0,
24.68025123446509,C00,0.04631101,0,0,
24.78017127994875,C00,4.58406,0,0,
24.88009132543241,C00,0.9289793,0,0,
24.98001137091608,C00,1.903603,0,0,
25.07993141639975,C00,0.3168369,0,0,
25.17985146188341,C00,-0.5194371,0,0,
25.27977150736707,C00,1.116826,0,0,
25.37969155285074,C00,2.429262,0,0,
25.4796115983344,C00,3.220045,0,0,
25.57953164381806,C00,3.107377,0,0,
25.67945168930173,C00,0.7228893,0,0,
25.77937173478539,C00,1.198184,0,0,
25.87929178026906,C00,-0.1473611,0,0,
25.97921182575272,C00,-0.593796,0,0,
26.07913187123639,C00,0.1402885,0,0,
26.17905191672005,C00,0.1150712,0,0,
26.27897196220372,C00,0.3582653,0,0,
26.37889200768738,C00,1.351145,0,0,
26.47881205317104,C00,0.9515739,0,0,
26.57873209865471,C00,-0.5890399,0,0,
26.67865214413837,C00,0.08318917,0,0,
26.77857218962204,C00,0.2168016,0,0,
26.8784922351057,C00,0.01235301,0,0,
26.97841228058937,C00,-0.04978475,0,0,
27.07833232607303,C00,-0.2382117,0,0,
27.1782523715567,C00,-0.1417511,0,0,
27.27817241704036,C00,0.2027401,0,0,
27.37809246252402,C00,-0.8414941,0,0,
27.47801250800769,C00,-0.4726751,0,0,
27.57793255349135,C00,0.2277005,0,0,
27.67785259897502,C00,0.4828476,0,0,
27.77777264445868,C00,-1.417214,0,0,
27.87769268994234,C00,-0.3369199,0,0,
27.97761273542601,C00,1.427941,0,0,
28.07753278090967,C00,1.130416,0,0,
28.17745282639334,C00,-0.7476937,0,0,
28.277372871877,C00,-0.127416,0,0,
28.37729291736067,C00,0.5374334,0,0,
28.47721296284433,C00,2.287308,0,0,
28.57713300832799,C00,0.7999878,0,0,
28.67705305381166,C00,-0.6510485,0,0,
28.77697309929532,C00,-0.7619282,0,0,
28.87689314477899,C00,0.6278563,0,0,
28.97681319026265,C00,-0.6578405,0,0,
29.07673323574632,C00,0.2876332,0,0,
29.17665328122998,C00,-0.2001961,0,0,
29.27657332671365,C00,0.6715135,0,0,
29.37649337219731,C00,1.440345,0,0,
29.47641341768097,C00,1.36868,0,0,
29.57633346316464,C00,4.362391,0,0,
29.6762535086483,C00,17.97213,0,0,
29.77617355413197,C00,20.48944,0,0,
29.87609359961563,C00,16.85626,0,0,
29.9760136450993,C00,15.25703,0,0,
30.07593369058296,C00,14.38946,0,0,
30.17585373606662,C00,10.86905,0,0,
30.27577378155029,C00,8.671195,0,0,
30.37569382703395,C00,6.732949,0,0,
30.47561387251762,C00,5.850566,0,0,
30.57553391800128,C00,4.908318,0,0,
30.67545396348494,C00,3.600365,0,0,
30.77537400896861,C00,4.635676,0,0,
30.87529405445228,C00,4.458542,0,0,
30.97521409993594,C00,4.570769,0,0,
31.0751341454196,C00,3.093384,0,0,
31.17505419090327,C00,2.546645,0,0,
31.27497423638693,C00,4.169526,0,0,
31.3748942818706,C00,2.917296,0,0,
31.47481432735426,C00,5.263477,0,0,
31.57473437283792,C00,2.894537,0,0,
31.67465441832159,C00,1.554484,0,0,
31.77457446380525,C00,2.236619,0,0,
31.87449450928892,C00,1.552251,0,0,
31.97441455477258,C00,2.524408,0,0,
32.07433460025624,C00,2.033647,0,0,
32.17425464573991,C00,2.726059,0,0,
