Time,Cell,F,licking,lickpoint
0.0,C00,1.310422,0,0
0.0999200019333011,C00,-0.3241541,0,0
0.1998400038666022,C00,0.7015161,0,0
0.2997600057999034,C00,0.02539016,0,0
0.3996800077332044,C00,0.7289729,0,0
0.4996000096665056,C00,0.06447359,0,0
0.5995200115998067,C00,-0.3019889,0,0
0.6994400135331078,C00,0.5644755,0,0
0.7993600154664089,C00,1.321994,0,0
0.89928001739971,C00,0.5052553,0,0
0.9992000193330112,C00,0.0532315,0,0
1.099120021266312,C00,-0.8716777,0,0
1.199040023199613,C00,0.1289568,0,0
1.298960025132915,C00,1.315371,0,0
1.398880027066216,C00,0.003848258,0,0
1.498800028999517,C00,0.1569976,0,0
1.598720030932818,C00,0.01432642,0,0
1.698640032866119,C00,0.5527031,0,0
1.79856003479942,C00,1.828095,0,0
1.898480036732721,C00,0.7699295,0,0
1.998400038666022,C00,0.3112119,0,0
2.098320040599323,C00,0.5825413,0,0
2.198240042532624,C00,-0.2873684,0,0
2.298160044465925,C00,0.8558947,0,0
2.398080046399227,C00,0.7566448,0,0
2.498000048332528,C00,1.2377,0,0
2.597920050265829,C00,1.405425,0,0
2.69784005219913,C00,-0.07172684,0,0
2.797760054132431,C00,0.9633905,0,0
2.897680056065732,C00,-0.534911,0,0
2.997600057999033,C00,2.020674,0,0
3.097520059932334,C00,-0.5710085,0,0
3.197440061865636,C00,-0.2050781,0,0
3.297360063798937,C00,0.4449464,0,0
3.397280065732238,C00,0.2711912,0,0
3.497200067665539,C00,0.3793705,0,0
3.59712006959884,C00,-0.6479013,0,0
3.697040071532141,C00,0.8925735,0,0
3.796960073465442,C00,-0.3229988,0,0
3.896880075398743,C00,1.051094,0,0
3.996800077332045,C00,0.7639211,0,0
4.096720079265346,C00,0.6294035,0,0
4.196640081198646,C00,0.1209078,0,0
4.296560083131948,C00,-0.1303608,0,0
4.396480085065249,C00,-0.5202954,0,0
4.49640008699855,C00,1.53168,0,0
4.596320088931851,C00,-0.6968604,0,0
4.696240090865152,C00,-0.3224776,0,0
4.796160092798454,C00,0.03726708,0,0
4.896080094731754,C00,-0.6033086,0,0
4.996000096665056,C00,-0.3663216,0,0
5.095920098598357,C00,-0.2158245,0,0
5.195840100531658,C00,0.5751131,0,0
5.295760102464959,C00,-0.6769829,0,0
5.39568010439826,C00,1.089552,0,0
5.495600106331561,C00,0.4167233,0,0
5.595520108264862,C00,-1.493449,0,0
5.695440110198163,C00,1.105566,0,0
5.795360112131465,C00,-0.2120619,0,0
5.895280114064765,C00,-0.7967283,0,0
5.995200115998067,C00,0.5878649,0,0
6.095120117931367,C00,-0.7350698,0,0
6.195040119864669,C00,0.3917127,0,0
6.29496012179797,C00,0.4681887,0,0
6.394880123731271,C00,0.7035643,0,0
6.494800125664573,C00,0.2725933,0,0
6.594720127597873,C00,-0.5269663,0,0
6.694640129531175,C00,-1.87606,0,0
6.794560131464475,C00,0.2722554,0,0
6.894480133397777,C00,2.474497,0,0
6.994400135331078,C00,-0.9925981,0,0
7.094320137264379,C00,1.89733,0,0
7.19424013919768,C00,-1.245692,0,0
7.294160141130981,C00,0.5585325,0,0
7.394080143064282,C00,0.7141563,0,0
7.494000144997583,C00,-0.04120559,0,0
7.593920146930884,C00,1.46578,0,0
7.693840148864186,C00,3.063635,0,0
7.793760150797486,C00,0.5484921,0,0
7.893680152730788,C00,1.221624,0,0
7.993600154664089,C00,0.9455307,0,0
8.09352015659739,C00,1.876625,0,0
8.193440158530692,C00,0.8528517,0,0
8.293360160463992,C00,1.208826,0,0
8.393280162397293,C00,1.939472,0,0
8.493200164330595,C00,1.712251,1,0
8.593120166263896,C00,-0.160603,1,0
8.693040168197196,C00,4.073709,1,0
8.792960170130497,C00,2.746405,1,0
8.8928801720638,C00,2.660928,1,1
8.9928001739971,C00,1.007673,1,0
9.0927201759304,C00,-0.1883673,0,0
9.1926401778637,C00,1.115882,0,0
9.292560179797004,C00,0.4096976,0,0
9.392480181730305,C00,-0.3011802,0,0
9.492400183663603,C00,0.3693694,0,0
9.592320185596908,C00,0.6841813,0,0
9.692240187530208,C00,0.3099407,0,0
9.792160189463509,C00,0.311418,0,0
9.892080191396808,C00,-0.2972587,0,0
9.992000193330112,C00,-1.097518,0,0
10.09192019526341,C00,2.057253,0,0
10.19184019719671,C00,-0.07571511,0,0
10.29176019913001,C00,2.881998,0,0
10.39168020106332,C00,0.9812564,0,0
10.49160020299662,C00,-0.3527607,0,0
10.59152020492992,C00,0.4065661,0,0
10.69144020686322,C00,-2.065325,0,0
10.79136020879652,C00,-0.6791344,0,0
10.89128021072982,C00,1.490729,0,0
10.99120021266312,C00,-0.7871526,0,0
11.09112021459642,C00,-0.1775466,0,0
11.19104021652972,C00,0.2595127,0,0
11.29096021846303,C00,-0.08496007,0,0
11.39088022039633,C00,1.116809,0,0
11.49080022232963,C00,0.5272489,0,0
11.59072022426293,C00,1.695633,0,0
11.69064022619623,C00,-0.2505456,0,0
11.79056022812953,C00,0.5388747,0,0
11.89048023006283,C00,-0.3335706,0,0
11.99040023199613,C00,-1.013104,0,0
12.09032023392943,C00,-0.5659135,0,0
12.19024023586273,C00,-1.392259,0,0
12.29016023779604,C00,0.7576844,0,0
12.39008023972934,C00,-0.7022208,0,0
12.49000024166264,C00,-0.1436342,0,0
12.58992024359594,C00,2.141807,0,0
12.68984024552924,C00,1.256225,0,0
12.78976024746254,C00,-0.7347138,0,0
12.88968024939584,C00,-0.1518043,0,0
12.98960025132915,C00,1.170669,0,0
13.08952025326245,C00,0.9460788,0,0
13.18944025519575,C00,0.1507162,0,0
13.28936025712905,C00,0.007680966,0,0
13.38928025906235,C00,0.2956304,0,0
13.48920026099565,C00,0.8307171,0,0
13.58912026292895,C00,-1.599303,0,0
13.68904026486225,C00,0.1905909,0,0
13.78896026679555,C00,0.306613,0,0
13.88888026872885,C00,-1.004522,0,0
13.98880027066216,C00,-0.2455143,0,0
14.08872027259546,C00,0.4019702,0,0
14.18864027452876,C00,0.6107217,0,0
14.28856027646206,C00,-0.2807625,0,0
14.38848027839536,C00,0.1087242,0,0
14.48840028032866,C00,1.731311,0,0
14.58832028226196,C00,-0.5258862,0,0
14.68824028419526,C00,0.9253727,0,0
14.78816028612856,C00,0.5996378,0,0
14.88808028806187,C00,0.8604371,0,0
14.98800028999517,C00,-1.11412,0,0
15.08792029192847,C00,1.041916,0,0
15.18784029386177,C00,0.3026654,0,0
15.28776029579507,C00,-1.23709,0,0
15.38768029772837,C00,-0.3880475,0,0
15.48760029966167,C00,2.247384,0,0
15.58752030159497,C00,-0.4947232,0,0
15.68744030352828,C00,1.337183,0,0
15.78736030546158,C00,-0.2831361,0,0
15.88728030739488,C00,-0.8680162,0,0
15.98720030932818,C00,-1.174433,0,0
16.08712031126148,C00,-1.765726,0,0
16.18704031319478,C00,0.4773923,0,0
16.28696031512808,C00,-0.4808591,0,0
16.38688031706138,C00,0.564874,0,0
16.48680031899468,C00,-0.9252535,0,0
16.58672032092798,C00,-0.3588265,0,0
16.68664032286129,C00,-1.01295,0,0
16.78656032479459,C00,-0.8106739,0,0
16.88648032672789,C00,0.7774923,0,0
16.98640032866119,C00,-0.2067466,0,0
17.08632033059449,C00,0.2809037,0,0
17.18624033252779,C00,-0.2726434,0,0
17.28616033446109,C00,1.223803,0,0
17.38608033639439,C00,1.163712,0,0
17.4860003383277,C00,1.030465,0,0
17.58592034026099,C00,0.6367444,0,0
17.6858403421943,C00,2.77216,0,0
17.7857603441276,C00,0.496077,0,0
17.8856803460609,C00,1.002771,0,0
17.9856003479942,C00,1.436873,1,0
18.0855203499275,C00,-0.1799114,1,0
18.1854403518608,C00,1.565451,1,0
18.2853603537941,C00,1.653906,1,0
18.3852803557274,C00,0.4418226,1,0
18.48520035766071,C00,-0.2525666,0,1
18.58512035959401,C00,0.7104297,0,0
18.68504036152731,C00,-0.224091,0,0
18.78496036346061,C00,-0.5802268,0,0
18.88488036539391,C00,-1.186645,0,0
18.98480036732721,C00,0.5363652,0,0
19.08472036926051,C00,2.013246,0,0
19.18464037119382,C00,1.608931,0,0
19.28456037312711,C00,-0.8752141,0,0
19.38448037506042,C00,-0.08559451,0,0
19.48440037699372,C00,0.2392185,0,0
19.58432037892702,C00,1.365422,0,0
19.68424038086032,C00,1.82118,0,0
19.78416038279362,C00,-0.1595606,0,0
19.88408038472692,C00,-0.09153496,0,0
19.98400038666022,C00,1.60675,0,0
20.08392038859352,C00,0.2682988,0,0
20.18384039052683,C00,-0.8260311,0,0
20.28376039246012,C00,-0.927517,0,0
20.38368039439343,C00,2.180181,0,0
20.48360039632673,C00,-0.2281493,0,0
20.58352039826003,C00,1.315835,0,0
20.68344040019333,C00,-0.919645,0,0
20.78336040212663,C00,0.02420175,0,0
20.88328040405993,C00,-2.276823,0,0
20.98320040599323,C00,-0.05420307,0,0
21.08312040792654,C00,-0.834428,0,0
21.18304040985984,C00,-0.3344468,0,0
21.28296041179314,C00,0.09342903,0,0
21.38288041372644,C00,-0.09567282,0,0
21.48280041565974,C00,0.3172075,0,0
21.58272041759304,C00,0.2960771,0,0
21.68264041952634,C00,-0.1811174,0,0
21.78256042145964,C00,-1.0621,0,0
21.88248042339294,C00,0.09229421,0,0
21.98240042532624,C00,0.9162824,0,0
22.08232042725955,C00,-0.2467929,0,0
22.18224042919285,C00,-1.128077,0,0
22.28216043112615,C00,-0.9263815,0,0
22.38208043305945,C00,-0.4562023,0,0
22.48200043499275,C00,-0.3002629,0,0
22.58192043692605,C00,-1.009237,0,0
22.68184043885935,C00,-1.49506,0,0
22.78176044079265,C00,0.3890842,0,0
22.88168044272595,C00,-0.3623911,0,0
22.98160044465926,C00,-1.756801,0,0
23.08152044659256,C00,0.9783114,0,0
23.18144044852586,C00,1.618074,0,0
23.28136045045916,C00,1.009419,0,0
23.38128045239246,C00,-0.266053,0,0
23.48120045432576,C00,-0.1057427,0,0
23.58112045625906,C00,1.169187,0,0
23.68104045819236,C00,-0.3477862,0,0
23.78096046012567,C00,-0.1070412,0,0
23.88088046205896,C00,-0.1756127,0,0
23.98080046399227,C00,0.132688,0,0
24.08072046592557,C00,-0.515976,0,0
24.18064046785887,C00,-0.6312623,0,0
24.28056046979217,C00,-1.183937,0,0
24.38048047172547,C00,1.700295,0,0
24.48040047365877,C00,2.040649,0,0
24.58032047559207,C00,2.133597,0,0
24.68024047752537,C00,0.7341424,0,0
24.78016047945868,C00,-0.8616295,0,0
24.88008048139198,C00,0.05442558,0,0
24.98000048332528,C00,1.610196,0,0
25.07992048525858,C00,0.9519123,0,0
25.17984048719188,C00,1.117752,0,0
25.27976048912518,C00,1.436727,0,0
25.37968049105848,C00,-1.391973,0,0
25.47960049299178,C00,-1.385215,0,0
25.57952049492508,C00,-1.657689,0,0
25.67944049685839,C00,0.9866037,0,0
25.77936049879169,C00,0.7221557,0,0
25.87928050072499,C00,1.215356,0,0
25.97920050265829,C00,0.8719889,0,0
26.07912050459159,C00,0.5245673,0,0
26.17904050652489,C00,0.7324641,0,0
26.27896050845819,C00,0.7712297,0,0
26.37888051039149,C00,2.891607,0,0
26.4788005123248,C00,0.1398863,0,0
26.57872051425809,C00,-0.1818075,0,0
26.6786405161914,C00,-0.8047228,0,0
26.7785605181247,C00,-0.4458864,0,0
26.878480520058,C00,-1.186983,0,0
26.9784005219913,C00,1.98693,0,0
27.0783205239246,C00,-2.069399,0,0
27.1782405258579,C00,-3.325853,0,0
27.2781605277912,C00,-1.930162,0,0
27.3780805297245,C00,-0.9450967,0,0
27.47800053165781,C00,0.7098954,0,0
27.57792053359111,C00,1.621874,0,0
27.67784053552441,C00,0.4515416,0,0
27.77776053745771,C00,-0.1884981,0,0
27.87768053939101,C00,0.3337743,0,0
27.97760054132431,C00,0.1883856,0,0
28.07752054325761,C00,-0.5305682,0,0
28.17744054519091,C00,-0.1187078,0,0
28.27736054712421,C00,1.669695,0,0
28.37728054905752,C00,-1.598134,0,0
28.47720055099082,C00,1.050294,0,0
28.57712055292412,C00,2.453948,0,0
28.67704055485742,C00,0.4700212,0,0
28.77696055679072,C00,1.567445,0,0
28.87688055872402,C00,1.233483,0,0
28.97680056065732,C00,-1.348626,0,0
29.07672056259062,C00,-0.5331602,0,0
29.17664056452393,C00,0.933799,0,0
29.27656056645722,C00,0.655295,0,0
29.37648056839053,C00,1.911552,0,0
29.47640057032383,C00,-0.07168778,0,0
29.57632057225713,C00,-0.7423467,0,0
29.67624057419043,C00,0.6465124,0,0
29.77616057612373,C00,-0.7162377,0,0
29.87608057805703,C00,-0.4026693,0,0
29.97600057999033,C00,1.602109,0,0
30.07592058192364,C00,-0.523873,0,0
30.17584058385694,C00,-0.5247882,0,0
30.27576058579024,C00,-0.664055,0,0
30.37568058772354,C00,-0.4012408,0,0
30.47560058965684,C00,0.3386148,0,0
30.57552059159014,C00,0.410704,0,0
30.67544059352344,C00,0.44184,0,0
30.77536059545674,C00,-0.2800547,0,0
30.87528059739005,C00,-0.06810453,0,0
30.97520059932334,C00,0.6157428,0,0
31.07512060125665,C00,0.6657412,0,0
31.17504060318995,C00,0.523993,0,0
31.27496060512325,C00,1.34198,0,0
31.37488060705655,C00,-1.146983,0,0
31.47480060898985,C00,0.5403745,0,0
31.57472061092315,C00,0.346792,0,0
31.67464061285645,C00,1.147639,0,0
31.77456061478975,C00,-0.2575746,0,0
31.87448061672305,C00,-1.95514,0,0
31.97440061865636,C00,0.728709,0,0
32.07432062058966,C00,0.6820442,0,0
32.17424062252296,C00,-1.091916,0,0
32.27416062445626,C00,-0.7664526,0,0
32.37408062638956,C00,-1.564125,0,0
32.47400062832286,C00,-0.8493355,0,0
32.57392063025616,C00,0.231813,0,0
32.67384063218946,C00,1.412336,0,0
32.77376063412277,C00,0.7645249,0,0
32.87368063605606,C00,-0.6279842,0,0
32.97360063798936,C00,-0.8110018,0,0
33.07352063992267,C00,1.574133,0,0
33.17344064185597,C00,0.3645799,0,0
33.27336064378927,C00,1.712956,0,0
33.37328064572257,C00,-0.9331288,0,0
33.47320064765587,C00,-1.365906,0,0
33.57312064958917,C00,0.4028521,0,0
33.67304065152248,C00,0.4655985,0,0
33.77296065345578,C00,-0.3898216,0,0
33.87288065538907,C00,-0.5543267,0,0
33.97280065732238,C00,-0.587991,0,0
34.07272065925568,C00,0.9550368,0,0
34.17264066118898,C00,1.034025,0,0
34.27256066312228,C00,-1.662173,0,0
34.37248066505558,C00,-0.04952098,0,0
34.47240066698888,C00,-0.005481586,0,0
34.57232066892218,C00,0.8918369,0,0
34.67224067085549,C00,-0.2152011,0,0
34.77216067278879,C00,0.5931306,0,0
34.87208067472208,C00,0.71433,0,0
34.97200067665539,C00,-1.287192,0,0
35.07192067858869,C00,0.9289976,0,0
35.17184068052199,C00,0.7954209,0,0
35.27176068245529,C00,-0.3031639,0,0
35.37168068438859,C00,-1.18649,0,0
35.47160068632189,C00,-1.716102,0,0
35.5715206882552,C00,1.237529,0,0
35.6714406901885,C00,-1.143478,0,0
35.7713606921218,C00,-0.5538205,0,0
35.8712806940551,C00,-0.298466,0,0
35.9712006959884,C00,0.2415714,0,0
36.0711206979217,C00,1.262569,0,0
36.17104069985501,C00,-1.155842,0,0
36.2709607017883,C00,0.8931269,0,0
36.3708807037216,C00,2.516218,0,0
36.47080070565491,C00,0.506129,0,0
36.57072070758821,C00,1.640426,0,0
36.67064070952151,C00,-0.2885657,0,0
36.77056071145481,C00,0.5800321,0,0
36.87048071338811,C00,0.01556314,0,0
36.97040071532141,C00,0.3869893,0,0
37.07032071725471,C00,0.3616778,0,0
37.17024071918802,C00,-0.3741224,0,0
37.27016072112131,C00,1.860225,0,0
37.37008072305461,C00,0.09276235,0,0
37.47000072498792,C00,0.07014804,0,0
37.56992072692122,C00,0.4960512,0,0
37.66984072885452,C00,1.062883,0,0
37.76976073078782,C00,0.07471173,0,0
37.86968073272112,C00,0.3840212,0,0
37.96960073465442,C00,-0.9466268,0,0
38.06952073658773,C00,1.888047,0,0
38.16944073852103,C00,1.164856,0,0
38.26936074045432,C00,1.6164,0,0
38.36928074238763,C00,-2.06823,0,0
38.46920074432093,C00,0.4739194,0,0
38.56912074625423,C00,1.162666,0,0
38.66904074818753,C00,0.8873478,0,0
38.76896075012083,C00,-0.0366349,0,0
38.86888075205413,C00,0.9191933,0,0
38.96880075398743,C00,0.06561011,0,0
39.06872075592074,C00,2.106351,0,0
39.16864075785404,C00,0.435015,0,0
39.26856075978733,C00,0.03861963,0,0
39.36848076172064,C00,0.9588979,0,0
39.46840076365394,C00,-0.7144628,0,0
39.56832076558724,C00,1.983295,0,0
39.66824076752054,C00,-0.4498473,0,0
39.76816076945384,C00,0.1371258,0,0
39.86808077138714,C00,-2.166447,0,0
39.96800077332045,C00,-1.532782,0,0
40.06792077525375,C00,-0.6684314,0,0
40.16784077718705,C00,-2.133981,0,0
40.26776077912035,C00,0.8696107,0,0
40.36768078105365,C00,0.8349675,0,0
40.46760078298695,C00,0.60692,0,0
40.56752078492025,C00,0.8500661,0,0
40.66744078685355,C00,1.61835,0,0
40.76736078878685,C00,0.372421,0,0
40.86728079072015,C00,0.6276061,0,0
40.96720079265346,C00,-0.1330986,0,0
41.06712079458676,C00,-1.622471,0,0
41.16704079652006,C00,0.6930019,0,0
41.26696079845336,C00,-1.402604,0,0
41.36688080038666,C00,-0.6666321,0,0
41.46680080231996,C00,-1.045459,0,0
41.56672080425326,C00,1.606057,0,0
41.66664080618656,C00,-1.793192,0,0
41.76656080811986,C00,-2.216314,0,0
41.86648081005317,C00,-1.512268,0,0
41.96640081198647,C00,-1.493984,0,0
42.06632081391977,C00,-1.097481,0,0
42.16624081585307,C00,0.7336845,0,0
42.26616081778637,C00,-1.085777,0,0
42.36608081971967,C00,-0.9985322,0,0
42.46600082165297,C00,-1.62257,0,0
42.56592082358627,C00,1.680523,0,0
42.66584082551957,C00,0.5981677,0,0
42.76576082745287,C00,0.168827,0,0
42.86568082938618,C00,1.182869,0,0
42.96560083131948,C00,-0.4105635,0,0
43.06552083325278,C00,-0.04329815,0,0
43.16544083518608,C00,-0.8899344,0,0
43.26536083711938,C00,-0.32969,0,0
43.36528083905268,C00,0.7027608,0,0
43.46520084098599,C00,-0.8045464,0,0
43.56512084291928,C00,-0.4789594,0,0
43.66504084485258,C00,-1.608393,0,0
43.76496084678589,C00,-1.399087,0,0
43.86488084871919,C00,1.85275,0,0
43.96480085065249,C00,1.173976,0,0
44.06472085258579,C00,1.806348,0,0
44.16464085451909,C00,0.3546885,0,0
44.26456085645239,C00,2.650975,0,0
44.3644808583857,C00,1.335821,0,0
44.464400860319,C00,1.60331,0,0
44.56432086225229,C00,-0.03022273,0,0
44.66424086418559,C00,-2.884593,0,0
44.7641608661189,C00,-0.5481836,0,0
44.8640808680522,C00,-1.813459,0,0
44.9640008699855,C00,0.6334871,0,0
45.0639208719188,C00,0.5287119,0,0
45.1638408738521,C00,0.8665774,0,0
45.2637608757854,C00,-0.6652786,0,0
45.36368087771871,C00,-1.617203,0,0
45.46360087965201,C00,0.7475538,0,0
45.5635208815853,C00,-0.4293982,0,0
45.66344088351861,C00,-0.5094262,0,0
45.76336088545191,C00,-0.3982747,0,0
45.86328088738521,C00,-0.4529182,0,0
45.96320088931851,C00,-1.492222,0,0
46.06312089125181,C00,0.1471788,0,0
46.16304089318511,C00,1.371701,0,0
46.26296089511842,C00,-1.298655,0,0
46.36288089705172,C00,-1.511772,0,0
46.46280089898502,C00,1.651537,0,0
46.56272090091831,C00,0.7489043,0,0
46.66264090285162,C00,-0.9159108,0,0
46.76256090478492,C00,-1.393226,0,0
46.86248090671822,C00,0.1778741,0,0
46.96240090865152,C00,-0.6308585,0,0
47.06232091058482,C00,1.376228,0,0
47.16224091251812,C00,1.193525,0,0
47.26216091445143,C00,0.7255628,0,0
47.36208091638473,C00,0.1152614,0,0
47.46200091831803,C00,0.6441327,0,0
47.56192092025133,C00,-0.8803507,0,0
47.66184092218463,C00,-1.386435,0,0
47.76176092411793,C00,0.3625578,0,0
47.86168092605124,C00,-0.5913296,0,0
47.96160092798453,C00,-1.372175,0,0
48.06152092991783,C00,-0.00299831,0,0
48.16144093185114,C00,-1.075059,0,0
48.26136093378444,C00,-1.602431,0,0
48.36128093571774,C00,-1.086641,0,0
48.46120093765104,C00,-1.270071,0,0
48.56112093958434,C00,-1.2148,0,0
48.66104094151764,C00,-0.9566021,0,0
48.76096094345094,C00,-0.8265488,0,0
48.86088094538425,C00,-1.209499,0,0
48.96080094731754,C00,1.795558,0,0
49.06072094925084,C00,-0.5293821,0,0
49.16064095118415,C00,-0.6240885,0,0
49.26056095311745,C00,1.304342,0,0
49.36048095505075,C00,0.09131601,0,0
49.46040095698405,C00,0.2613352,0,0
49.56032095891735,C00,1.01674,0,0
49.66024096085065,C00,-0.0766238,0,0
49.76016096278396,C00,-0.3759114,0,0
49.86008096471726,C00,-0.6033384,0,0
49.96000096665055,C00,-0.358851,0,0
50.05992096858386,C00,-0.2152286,0,0
50.15984097051716,C00,-0.1589031,0,0
50.25976097245046,C00,0.5167802,0,0
50.35968097438376,C00,-0.6380918,0,0
50.45960097631706,C00,0.4957952,0,0
50.55952097825036,C00,-1.172294,0,0
50.65944098018366,C00,0.7570221,0,0
50.75936098211697,C00,-0.6055365,0,0
50.85928098405027,C00,-0.3931061,0,0
50.95920098598356,C00,0.8874671,0,0
51.05912098791687,C00,0.7396563,0,0
51.15904098985017,C00,-0.1679389,0,0
51.25896099178347,C00,-1.616892,0,0
51.35888099371677,C00,-1.63674,0,0
51.45880099565007,C00,0.05278253,0,0
51.55872099758337,C00,-0.1656003,0,0
51.65864099951668,C00,0.9781017,0,0
51.75856100144998,C00,-1.062554,0,0
51.85848100338328,C00,0.2173188,0,0
51.95840100531658,C00,-0.06676975,0,0
52.05832100724988,C00,0.2550768,0,0
52.15824100918318,C00,-1.37659,0,0
52.25816101111648,C00,-1.373287,0,0
52.35808101304978,C00,-1.134474,0,0
52.45800101498308,C00,0.4259666,0,0
52.55792101691638,C00,-0.2458902,0,0
52.65784101884969,C00,-0.7948104,0,0
52.75776102078299,C00,0.07840493,0,0
