Time,Cell,F,lick,lickpoint,licking
0.0,C00,-5.679542,0,0,
0.0999201129161975,C00,-4.595102,0,0,
0.1998402258323951,C00,-3.784324,0,0,
0.2997603387485926,C00,-3.583507,0,0,
0.3996804516647901,C00,-4.404136,0,0,
0.4996005645809876,C00,-4.192348,0,0,
0.5995206774971852,C00,-5.107367,0,0,
0.6994407904133827,C00,-3.08634,0,0,
0.7993609033295802,C00,-1.788905,0,0,
0.8992810162457777,C00,0.6861023,0,0,
0.9992011291619752,C00,6.043773,0,0,
1.099121242078173,C00,9.941143,0,0,
1.19904135499437,C00,11.90032,0,0,
1.298961467910568,C00,10.61068,0,0,
1.398881580826765,C00,9.651513,0,0,
1.498801693742963,C00,9.793749,0,0,
1.59872180665916,C00,8.161876,0,0,
1.698641919575358,C00,6.789206,0,0,
1.798562032491555,C00,5.294922,0,0,
1.898482145407753,C00,6.042939,0,0,
1.99840225832395,C00,7.34291,0,0,
2.098322371240148,C00,5.299426,0,0,
2.198242484156346,C00,6.733841,0,0,
2.298162597072543,C00,4.761522,0,0,
2.398082709988741,C00,5.35177,0,0,
2.498002822904938,C00,3.318471,0,1,1.0
2.597922935821136,C00,6.62322,0,0,1.0
2.697843048737333,C00,6.76065,0,0,1.0
2.797763161653531,C00,8.128345,0,0,1.0
2.897683274569728,C00,6.911626,0,0,1.0
2.997603387485926,C00,6.582843,0,0,1.0
3.097523500402123,C00,6.415813,0,0,1.0
3.197443613318321,C00,4.403397,0,0,1.0
3.297363726234518,C00,2.701195,0,0,1.0
3.397283839150716,C00,2.935862,0,0,1.0
3.497203952066913,C00,2.431612,0,0,1.0
3.597124064983111,C00,4.118895,0,0,1.0
3.697044177899308,C00,2.67383,0,0,1.0
3.796964290815506,C00,3.889019,0,0,1.0
3.896884403731703,C00,4.615317,0,0,1.0
3.996804516647901,C00,4.834337,0,0,1.0
4.096724629564099,C00,2.864273,0,0,1.0
4.196644742480296,C00,3.82854,0,0,1.0
4.296564855396493,C00,6.553228,0,0,1.0
4.396484968312691,C00,11.75469,0,0,1.0
4.496405081228889,C00,16.4753,0,0,1.0
4.596325194145086,C00,20.8234,0,0,1.0
4.696245307061283,C00,20.66587,0,0,1.0
4.796165419977481,C00,20.95351,0,0,1.0
4.896085532893679,C00,20.65887,0,0,1.0
4.996005645809876,C00,20.18643,0,0,1.0
5.095925758726073,C00,13.33943,0,0,1.0
5.195845871642272,C00,13.52732,0,0,1.0
5.295765984558469,C00,14.92069,0,0,1.0
5.395686097474666,C00,14.07728,0,0,1.0
5.495606210390863,C00,13.72416,0,0,1.0
5.595526323307062,C00,14.01209,0,0,1.0
5.695446436223259,C00,13.70729,0,0,1.0
5.795366549139456,C00,12.57756,0,0,1.0
5.895286662055653,C00,8.289799,0,0,1.0
5.995206774971852,C00,10.12275,0,0,1.0
6.095126887888049,C00,9.120744,0,0,1.0
6.195047000804246,C00,11.28008,0,0,1.0
6.294967113720444,C00,8.384998,0,0,1.0
6.394887226636642,C00,8.252549,0,0,1.0
6.494807339552839,C00,7.949931,0,0,1.0
6.594727452469036,C00,4.452706,0,0,1.0
6.694647565385234,C00,5.843931,0,0,1.0
6.794567678301432,C00,5.762101,0,0,1.0
6.894487791217629,C00,8.469089,0,0,1.0
6.994407904133826,C00,7.782633,0,0,1.0
